Gender,Age,Tenure,NumOfProducts,HasCrCard,IsActiveMember,Exited
1,47,1,3,1,0,1
0,45,1,1,1,0,1
1,19,2,1,0,0,0
1,49,8,1,1,0,0
0,51,5,2,0,1,0
0,59,8,1,1,1,0
0,39,3,1,0,1,0
0,29,2,1,1,0,0
0,45,7,2,1,0,0
0,26,7,1,0,1,0
1,47,5,2,1,0,0
1,33,1,1,0,1,0
0,40,5,2,0,1,0
0,43,4,2,1,1,0
0,32,2,2,0,0,0
1,55,6,1,0,1,0
1,47,5,2,1,1,0
1,39,4,2,1,0,0
0,45,1,1,1,0,1
1,33,5,1,0,1,1
1,62,10,1,0,1,0
1,31,1,2,1,1,0
1,47,2,1,1,0,1
1,30,8,1,1,0,0
0,41,9,1,1,0,0
0,27,4,2,1,0,0
1,43,3,1,1,0,0
1,43,8,2,1,0,0
1,32,10,1,0,1,0
0,29,2,2,1,0,0
0,27,8,1,1,0,0
1,29,7,2,1,1,0
0,38,6,2,0,0,0
1,36,3,1,1,1,0
0,27,7,2,1,1,0
1,39,2,1,1,0,0
1,41,5,1,0,1,0
0,39,6,2,1,1,0
1,40,7,2,0,0,0
0,42,3,1,0,0,0
0,48,2,2,1,1,0
1,39,10,2,1,0,0
1,20,1,1,0,0,0
0,22,4,1,1,1,0
0,45,3,3,1,0,1
0,85,10,2,1,1,0
1,36,2,1,1,1,0
1,45,9,1,0,0,1
1,43,1,2,1,0,0
1,21,1,2,1,1,0
1,47,9,2,1,0,0
0,26,8,2,1,1,0
1,38,4,2,1,0,0
1,34,7,2,1,1,0
0,29,10,2,0,0,0
0,38,1,1,1,0,0
1,29,2,1,1,1,0
1,27,1,1,1,1,0
0,31,3,1,0,1,1
1,48,7,2,1,1,0
0,37,1,1,1,0,0
1,32,4,2,1,1,0
0,44,5,2,1,1,1
1,53,1,1,1,1,0
1,35,2,2,1,1,0
0,34,5,2,1,0,0
1,67,1,1,0,1,0
1,44,4,2,1,0,0
1,58,1,1,1,1,0
1,33,1,1,1,0,0
0,58,8,2,1,1,0
0,33,8,2,0,0,0
0,43,7,2,1,1,0
1,33,3,2,1,1,0
0,40,9,3,1,1,0
1,32,7,1,1,1,0
1,35,6,2,1,0,0
1,42,8,1,1,1,0
0,28,5,2,1,0,0
1,31,10,1,1,0,0
0,31,7,1,1,1,0
1,43,7,2,1,1,1
1,32,2,2,1,0,0
1,32,7,2,0,1,0
0,30,8,1,1,0,0
0,32,0,2,1,1,0
0,44,6,1,1,0,1
1,35,10,2,1,1,0
0,43,2,2,1,1,0
1,33,6,1,1,0,0
0,36,6,2,1,1,0
0,34,1,2,0,0,0
1,28,3,2,1,0,0
1,29,2,1,0,0,0
0,44,5,1,1,0,1
1,40,4,1,1,0,1
0,30,8,2,1,0,0
0,54,3,1,1,0,1
0,22,8,2,1,1,0
1,36,2,2,1,1,0
1,25,5,1,1,1,0
1,40,8,1,1,0,0
0,43,3,2,0,1,1
1,37,2,2,0,1,0
0,31,2,1,0,0,0
1,41,5,1,0,1,0
0,25,3,2,0,0,0
1,19,7,1,1,0,0
1,59,8,1,0,0,1
1,30,3,1,1,0,0
0,24,3,2,1,1,0
1,60,8,1,1,1,0
1,35,3,2,1,1,0
1,32,9,1,1,0,0
0,29,3,2,1,0,0
0,47,10,2,1,0,0
1,31,5,1,1,0,0
0,28,4,2,1,1,1
0,45,6,2,1,1,0
0,30,2,1,1,1,1
0,28,1,2,1,1,0
0,47,10,1,0,0,1
0,74,8,2,1,1,1
1,42,1,2,1,0,0
0,40,7,3,1,0,1
1,32,7,2,1,1,0
0,40,10,1,1,1,1
1,21,4,1,1,1,0
0,39,7,1,1,1,0
1,43,3,1,0,0,0
1,33,6,2,1,0,0
0,51,5,1,0,0,1
0,23,7,2,1,0,0
1,27,3,1,1,0,0
1,29,4,1,1,0,0
1,30,8,2,1,0,0
1,39,6,1,1,0,1
0,26,4,1,1,1,0
1,43,7,1,1,0,0
1,33,8,1,0,0,1
0,34,6,2,0,1,0
1,37,9,2,1,1,0
0,56,5,1,1,0,1
0,39,3,2,0,1,0
1,39,4,1,1,1,0
0,27,1,1,1,0,0
1,34,5,1,1,0,0
1,37,10,1,0,1,0
1,44,0,2,1,1,0
1,48,10,1,1,0,1
1,60,2,1,1,1,1
0,40,3,1,1,1,0
1,30,4,2,1,0,0
0,24,2,2,0,0,1
0,76,7,2,0,1,0
0,41,8,2,1,0,0
1,55,1,1,0,1,0
0,48,2,1,0,0,1
0,28,8,2,1,1,1
1,44,6,1,1,0,0
0,39,6,2,1,1,1
0,34,8,1,1,0,0
0,35,9,2,0,1,0
0,39,3,1,0,0,0
0,40,9,4,1,0,1
0,29,6,1,1,1,0
1,51,7,2,0,1,0
1,32,7,2,1,1,0
0,41,8,1,1,0,1
1,34,5,2,0,0,0
0,31,3,1,1,0,0
1,23,4,1,1,0,0
1,28,5,2,1,1,0
1,34,9,2,0,1,0
1,34,7,1,0,1,0
0,37,8,1,1,1,1
0,38,5,2,1,0,0
0,39,6,1,1,0,0
1,62,4,1,0,1,1
0,48,7,2,1,1,1
0,49,0,1,1,1,1
1,40,5,2,1,0,0
0,35,2,1,0,0,1
0,56,3,3,1,1,1
1,32,1,1,0,0,0
0,27,3,2,1,0,0
1,43,6,2,1,1,0
0,35,7,3,1,0,1
1,29,1,2,1,0,0
0,27,7,2,0,1,0
0,39,4,2,1,1,0
0,34,5,2,1,1,0
0,60,10,1,1,0,1
0,37,9,1,1,0,0
0,43,1,1,1,1,0
1,43,6,2,1,0,0
1,55,9,1,1,1,1
0,45,9,1,1,1,1
0,36,10,2,1,1,0
0,45,8,1,0,1,0
0,32,4,1,1,1,0
0,42,2,2,1,0,0
0,28,6,1,1,1,0
1,32,5,2,1,0,0
1,66,8,2,1,1,0
0,49,1,1,1,0,1
0,26,3,1,1,0,0
1,29,0,1,0,0,0
1,36,4,2,1,0,0
1,36,4,2,0,0,0
1,23,1,1,1,0,0
0,46,1,1,1,1,1
1,24,4,1,1,1,0
1,20,6,2,1,0,0
0,33,4,1,1,0,0
1,69,3,2,1,1,0
1,50,3,3,0,1,1
0,42,8,1,1,0,1
1,60,9,1,1,0,1
1,56,2,1,0,1,0
1,36,8,1,1,0,0
1,26,7,1,1,1,0
0,53,1,1,1,1,0
0,27,1,2,0,0,0
1,35,10,1,1,1,1
1,46,1,1,1,1,0
1,33,9,1,1,0,0
0,32,8,2,0,0,0
1,31,6,1,0,1,0
0,56,4,1,1,1,0
1,36,10,2,1,0,0
0,37,10,2,1,1,0
1,30,7,2,0,0,0
0,24,2,2,0,1,0
1,30,1,2,1,0,0
1,39,2,1,0,0,0
0,41,2,1,1,0,1
0,32,0,1,0,0,0
1,35,1,2,1,1,0
1,26,9,1,1,0,0
0,29,10,2,1,1,0
0,66,5,1,1,0,1
0,33,6,2,1,1,0
1,36,6,1,1,0,0
0,34,5,2,1,1,0
1,36,6,1,1,1,0
1,47,1,1,1,0,1
1,34,9,2,1,1,0
0,32,0,1,1,1,0
1,38,7,2,0,1,0
1,54,6,1,1,0,1
0,19,6,2,1,0,0
1,50,0,1,1,0,1
0,31,8,1,1,1,0
0,36,10,1,0,0,0
1,24,7,1,0,1,0
0,32,2,2,1,1,0
0,45,3,1,0,1,1
1,57,6,1,1,0,1
1,25,7,1,1,0,0
1,35,5,1,1,0,0
1,37,3,1,0,1,0
1,58,8,2,0,1,1
1,43,0,3,1,0,1
1,31,10,1,1,0,0
0,38,5,1,1,1,0
1,50,4,1,1,0,1
0,29,4,2,0,0,0
1,38,7,2,0,0,0
0,58,3,1,1,1,0
0,36,7,1,1,1,0
1,31,2,2,1,0,0
0,33,2,1,0,0,1
1,51,3,2,1,1,0
1,48,6,1,0,0,1
1,43,2,2,1,0,1
1,35,5,2,1,0,0
0,33,2,2,1,0,0
1,30,1,1,1,1,0
0,40,3,1,1,0,0
1,54,5,1,1,0,1
1,33,7,2,1,0,0
0,33,7,1,1,0,0
1,32,9,1,0,0,0
0,59,4,1,1,1,1
0,43,4,2,1,0,1
0,31,6,1,1,1,1
1,25,3,2,0,1,0
0,54,1,1,1,1,0
0,41,2,1,1,0,0
1,44,7,1,1,0,0
1,37,7,2,1,0,0
0,57,3,1,0,1,1
0,32,2,2,1,1,0
0,39,2,1,1,1,0
0,48,4,2,1,0,0
1,48,9,1,1,1,0
0,43,9,1,0,0,1
0,31,1,2,0,1,0
1,37,1,2,1,1,0
0,30,6,1,1,1,0
0,23,8,2,1,0,0
0,30,9,2,1,0,0
0,28,8,2,1,1,0
0,41,1,2,1,0,0
0,39,3,2,1,1,0
1,39,0,1,0,1,1
0,19,9,1,1,0,0
0,26,10,2,1,0,0
0,41,2,1,1,0,0
1,25,10,2,1,0,0
1,34,9,2,1,1,0
1,28,0,2,1,0,1
1,34,5,1,1,1,0
1,35,4,1,1,1,0
0,44,3,1,1,1,1
1,35,8,1,1,0,0
0,62,8,1,1,1,0
0,40,3,2,1,0,0
0,38,7,2,1,1,0
0,62,10,2,0,1,0
0,28,2,1,1,1,0
1,50,3,2,1,0,0
1,72,3,1,1,1,0
0,31,7,1,1,0,0
1,54,6,2,1,1,0
0,63,3,2,1,1,1
0,25,6,2,0,1,0
1,53,5,1,1,0,1
1,71,3,2,1,1,1
0,40,6,2,1,1,0
1,35,1,1,0,0,0
1,24,2,1,0,1,0
1,30,9,2,1,1,0
0,41,8,1,1,1,0
0,31,1,2,1,0,0
1,47,8,1,0,1,0
0,32,7,2,1,1,0
1,50,4,1,0,1,1
1,40,5,2,1,1,0
0,38,2,1,1,0,1
0,43,3,2,0,0,0
1,18,4,2,1,1,0
1,34,5,1,0,0,0
1,31,3,1,0,0,0
0,41,5,1,1,0,0
1,27,5,2,0,0,0
0,31,6,2,1,0,0
1,36,10,2,1,0,0
1,56,4,1,0,0,1
0,24,3,2,1,1,0
0,28,4,2,1,0,1
1,29,5,1,1,1,0
0,29,3,1,0,1,0
1,53,6,2,1,1,0
1,37,3,1,0,0,0
1,33,8,2,1,0,0
0,31,7,1,1,0,0
1,63,4,1,0,1,0
1,45,1,1,0,0,0
1,40,6,1,0,0,0
0,45,5,2,1,0,1
1,35,2,2,0,1,0
0,34,9,1,1,0,0
1,40,2,2,1,1,0
0,31,7,2,1,1,0
0,36,2,2,0,1,0
1,24,5,1,1,1,0
1,41,10,2,1,1,0
1,29,5,2,0,1,0
0,33,5,1,0,0,1
1,60,4,1,1,1,0
1,38,7,1,1,1,0
0,48,7,2,0,0,0
0,33,9,2,0,0,0
1,38,2,1,1,0,0
1,47,1,2,0,0,0
0,34,5,4,1,1,1
0,74,2,1,1,1,0
1,40,0,1,0,1,1
1,67,5,2,1,1,0
0,33,8,1,1,1,0
0,47,6,1,1,0,1
0,43,6,1,0,1,1
0,37,4,1,0,1,1
1,37,2,2,1,0,0
1,55,2,1,0,1,0
0,58,4,1,1,1,1
0,40,4,2,1,1,1
0,37,3,1,1,1,1
1,72,5,1,1,1,0
0,45,7,2,1,1,0
0,26,3,2,1,0,0
1,49,6,1,1,0,0
0,72,5,2,1,1,0
1,39,9,2,0,1,0
0,66,9,2,1,1,0
1,41,7,1,1,1,1
1,41,6,2,1,0,0
1,84,8,1,1,1,0
1,25,7,1,1,1,0
0,55,4,1,1,0,1
0,32,7,1,1,1,0
0,46,3,2,0,0,0
1,33,8,1,1,1,0
1,30,6,2,1,1,0
1,29,6,2,1,1,0
0,22,5,1,1,0,0
1,71,4,2,1,1,0
1,33,2,2,1,0,0
1,41,9,2,0,1,0
0,31,6,1,1,0,1
1,31,3,1,1,1,0
0,33,4,1,1,0,0
0,26,5,1,1,1,0
0,62,7,2,1,1,0
0,23,2,1,1,0,0
1,60,9,1,1,1,0
0,29,7,1,1,0,0
1,40,3,2,1,0,0
0,40,9,2,1,1,0
0,46,7,1,0,0,1
1,36,1,2,0,0,0
0,37,8,1,0,0,0
1,26,6,1,1,1,0
1,39,3,2,1,0,0
0,37,2,2,1,1,0
1,40,6,1,0,0,1
1,38,9,2,0,0,0
0,42,10,1,0,0,0
0,42,2,2,1,0,0
0,26,10,2,1,1,0
1,31,1,2,1,1,0
0,39,0,1,1,0,0
1,35,1,2,1,1,0
1,32,8,1,1,1,0
1,42,5,2,0,0,0
1,43,4,2,1,1,0
1,49,10,2,0,0,0
1,41,9,1,1,0,0
0,35,4,2,0,0,0
0,43,9,1,0,0,1
1,37,1,2,1,1,0
1,36,3,1,0,0,0
1,26,5,1,1,0,0
0,37,6,1,1,0,0
1,66,4,1,1,1,0
0,34,4,1,1,1,0
1,41,8,1,1,1,0
0,32,3,1,0,0,0
0,30,3,2,1,1,0
1,36,7,1,1,1,0
0,47,2,1,1,1,1
1,36,2,2,1,1,0
0,30,8,1,1,1,0
0,46,4,2,1,0,1
1,43,5,2,1,1,0
1,28,1,2,1,0,0
1,37,9,2,1,1,0
1,32,8,1,1,0,1
0,31,5,1,1,0,0
1,49,10,1,1,1,0
1,40,3,1,1,0,0
0,21,0,2,1,0,0
1,57,3,1,1,1,1
1,40,9,2,0,0,0
1,24,1,1,1,1,0
1,29,8,2,1,1,0
1,33,6,1,0,0,1
1,36,8,2,0,0,1
0,37,9,2,0,0,0
0,40,10,2,0,1,0
1,39,5,2,0,0,0
1,35,4,1,1,0,0
0,62,1,1,0,1,0
1,43,8,1,1,0,1
0,37,7,1,1,0,0
0,43,2,2,0,0,0
1,28,4,1,1,0,0
0,42,1,2,0,1,0
0,49,1,2,1,1,0
0,26,3,1,1,1,0
0,36,2,2,0,1,0
0,27,3,1,1,1,0
1,40,9,2,0,1,0
0,42,0,1,0,1,1
1,33,6,1,0,0,0
1,31,4,2,1,1,0
1,30,1,1,0,0,1
0,40,7,1,1,1,0
1,28,3,1,1,0,0
1,46,7,1,1,0,0
0,30,0,1,1,0,1
0,34,9,2,1,1,0
1,37,3,2,1,1,0
1,39,6,2,1,1,0
1,28,2,2,1,1,0
1,33,3,1,1,0,1
0,25,10,1,1,0,0
0,31,7,1,0,1,0
0,35,3,1,1,0,0
1,43,10,2,0,0,0
1,29,6,1,0,0,1
1,35,6,1,1,0,0
0,45,7,1,0,1,0
1,47,3,2,1,0,0
0,37,7,1,1,1,0
1,46,4,1,1,0,0
1,27,1,2,1,1,0
0,63,1,2,0,0,1
0,41,7,2,0,1,0
1,74,10,2,1,1,0
0,32,5,1,1,0,0
0,30,10,2,0,0,0
1,46,2,1,1,0,1
1,35,5,1,0,0,0
0,37,3,1,0,1,0
1,45,1,1,1,1,0
1,45,10,2,0,1,0
1,36,9,1,1,1,0
0,34,3,2,1,1,0
1,37,1,1,1,1,0
1,35,2,2,1,0,0
0,42,5,1,1,1,0
1,18,3,2,1,1,0
0,33,10,1,0,0,0
0,32,2,1,0,0,0
0,37,8,2,0,1,0
0,34,7,2,1,1,0
1,18,1,2,0,0,0
0,39,5,2,0,0,0
0,41,5,1,1,0,1
0,43,10,2,1,0,1
1,49,4,1,0,1,0
0,38,9,2,1,1,0
1,35,6,1,1,0,0
0,35,7,2,1,1,0
1,31,4,2,1,0,0
0,30,9,2,1,0,0
1,69,7,1,1,1,0
1,28,5,1,1,1,0
0,24,5,2,1,0,0
0,42,5,3,1,0,1
0,84,8,1,0,0,1
0,37,0,2,1,1,1
0,42,5,1,0,1,1
0,44,4,2,1,1,0
1,37,5,1,1,1,0
1,29,7,1,1,1,0
1,59,7,2,1,1,0
0,43,2,1,1,0,1
1,42,6,1,1,0,0
1,43,5,1,0,0,0
0,67,4,1,1,1,0
0,34,4,1,1,1,0
1,49,8,1,0,1,1
1,33,1,1,1,0,0
0,32,8,1,0,0,0
1,43,6,1,1,0,0
0,35,6,2,0,0,1
1,37,5,2,0,1,0
0,61,5,3,1,0,1
1,51,4,1,1,0,0
1,31,6,1,1,0,0
0,39,3,2,1,0,0
1,40,4,1,1,0,1
1,36,1,2,0,1,0
0,36,1,1,1,1,1
0,60,6,1,1,0,1
1,34,1,2,0,1,0
1,41,4,1,0,0,0
0,64,7,1,1,0,1
1,44,8,1,0,0,1
0,31,10,2,1,0,0
0,34,9,1,1,1,1
0,61,8,2,0,1,0
1,51,5,1,0,0,1
0,30,5,2,0,1,0
0,25,3,1,0,0,0
0,31,2,2,1,0,0
1,20,3,2,0,1,0
0,50,8,1,1,0,1
1,46,2,1,1,0,1
1,36,6,2,1,0,0
1,31,3,2,0,1,0
1,68,4,2,1,1,0
0,32,4,1,1,1,0
0,66,9,1,0,1,0
1,28,8,2,1,1,0
1,23,2,2,1,0,0
0,39,1,1,1,0,1
1,31,9,2,1,0,0
0,41,5,1,1,0,0
1,33,5,2,1,0,0
1,35,4,1,1,0,0
1,43,8,1,1,0,1
1,28,8,1,0,1,0
1,28,7,2,1,1,0
1,55,4,1,1,0,0
1,41,2,2,1,0,0
1,40,3,1,1,0,0
0,51,4,1,0,0,0
1,37,3,1,0,1,0
1,29,2,2,1,0,0
1,56,5,1,1,1,1
0,62,10,1,0,1,0
0,37,9,1,1,0,0
0,32,5,1,1,1,0
1,36,0,1,0,0,0
0,40,1,1,1,0,0
0,37,8,1,1,0,0
1,41,7,2,1,0,0
0,57,6,2,0,1,1
1,50,6,1,1,0,1
1,77,2,1,1,1,0
0,47,7,2,1,0,1
1,33,4,1,0,0,0
0,34,10,1,1,0,0
0,26,1,2,1,1,0
1,37,5,2,0,1,0
0,36,7,1,1,0,0
1,40,6,1,1,0,0
0,56,1,1,1,0,1
0,21,8,2,0,1,0
0,37,3,2,1,0,0
1,25,6,2,1,1,0
0,36,0,2,1,1,0
1,46,9,3,0,0,1
0,60,6,1,1,0,1
0,29,4,1,1,0,1
0,46,8,1,1,0,1
1,33,0,2,1,0,0
1,41,4,2,1,1,0
1,36,9,1,1,1,0
1,55,8,2,1,1,0
1,27,6,1,1,0,0
0,33,1,1,0,1,0
1,31,4,2,1,1,0
0,37,6,1,1,1,1
0,39,7,1,1,1,0
0,35,8,1,0,0,0
0,48,8,2,0,0,0
1,46,9,2,0,0,0
1,19,5,1,1,0,0
0,26,3,1,1,0,0
0,47,8,2,1,0,0
1,23,7,1,0,0,0
0,37,5,2,1,1,0
1,31,4,2,0,1,0
0,52,0,1,1,0,1
1,27,5,2,0,0,0
0,48,8,1,1,0,1
0,39,0,2,1,1,0
1,62,3,1,1,1,0
1,42,6,2,1,1,0
1,45,3,1,1,0,0
0,32,3,2,1,1,0
1,55,3,1,0,1,1
0,70,9,1,1,0,1
1,67,2,1,0,1,0
1,47,8,1,0,1,1
1,41,4,1,1,1,0
1,38,3,2,0,0,0
1,79,10,1,1,1,0
1,34,8,1,1,0,0
0,46,0,1,0,1,0
1,33,8,2,0,0,0
1,35,6,2,0,1,0
0,37,6,1,1,1,1
1,30,7,2,1,1,0
0,43,3,1,1,0,1
0,42,9,1,0,1,1
1,27,2,2,1,0,0
1,35,7,2,1,1,0
0,28,5,1,0,1,0
1,31,5,1,1,0,1
0,37,0,1,1,1,0
1,42,9,1,0,1,0
0,21,9,2,1,1,0
1,33,4,2,0,0,0
0,44,2,1,0,0,1
1,29,2,2,1,1,0
1,28,4,2,1,1,0
0,52,6,2,0,1,0
1,43,6,1,1,1,0
1,24,7,1,1,0,0
0,32,9,2,1,0,0
1,32,1,1,1,1,0
0,31,2,2,0,1,0
1,33,2,2,1,1,0
1,30,10,1,1,1,0
1,25,7,2,1,1,0
1,22,3,1,1,1,0
0,40,2,1,1,0,1
1,44,8,2,1,1,0
0,52,9,2,0,0,1
0,35,2,1,0,1,0
0,39,5,2,0,0,0
1,18,2,2,1,0,0
0,32,2,2,1,1,0
1,35,1,1,1,1,0
0,45,5,2,1,0,0
1,67,6,1,1,1,0
0,76,5,1,0,1,0
1,35,4,2,0,1,0
0,60,4,1,1,1,1
0,33,4,1,1,0,1
1,40,10,1,1,1,0
0,39,7,1,0,0,0
1,48,10,1,1,0,0
0,21,3,2,0,1,0
1,37,10,2,1,1,0
0,22,6,2,1,1,0
1,46,2,2,1,1,0
0,73,8,1,1,1,0
1,40,5,3,1,1,1
0,34,7,2,1,0,0
0,35,3,1,1,1,0
0,44,6,2,0,0,0
0,42,3,2,1,0,0
1,34,7,1,0,0,0
0,49,10,1,1,0,1
1,30,1,1,1,1,0
0,34,8,1,0,1,1
0,39,1,1,1,0,0
1,22,0,1,0,0,0
1,34,3,1,1,0,0
0,46,0,1,0,1,1
0,27,2,1,0,0,0
1,39,0,1,1,0,0
1,30,8,2,1,1,0
0,62,1,1,1,0,1
1,40,8,2,1,0,0
0,41,9,1,1,1,0
1,25,4,1,1,0,0
1,42,2,2,1,1,0
0,51,9,1,0,1,1
0,31,1,2,1,0,0
0,29,7,3,1,0,1
0,27,7,1,1,1,1
1,66,5,2,1,1,0
1,29,2,2,1,0,0
1,38,3,1,0,0,0
0,51,7,1,0,1,1
1,46,6,1,1,1,1
1,67,9,1,1,1,0
1,40,2,2,1,1,0
0,32,10,1,1,1,0
1,37,8,2,1,1,0
1,27,8,1,1,1,0
0,44,2,2,1,1,0
0,32,1,1,1,0,0
1,45,7,2,0,1,0
0,29,9,1,1,0,1
0,39,6,2,1,0,0
0,32,6,1,1,0,1
1,37,3,1,1,1,1
0,37,1,2,1,1,0
1,35,5,1,0,0,1
1,32,9,2,1,1,0
0,39,10,1,0,1,0
1,33,8,1,1,1,0
1,39,2,2,1,0,0
1,29,2,2,1,0,0
0,36,2,1,0,1,0
1,23,6,2,1,1,0
1,35,8,1,1,1,0
1,29,1,1,0,0,0
1,31,5,2,0,1,0
0,45,6,1,1,0,0
1,38,4,1,1,0,1
1,40,9,1,1,1,0
1,38,7,1,0,0,0
0,64,10,1,0,1,0
0,40,2,2,0,0,0
0,37,3,2,1,0,1
1,49,8,1,1,1,0
1,27,8,1,1,0,0
1,36,4,2,0,0,0
1,29,4,1,1,0,0
1,34,2,1,0,0,0
1,47,5,2,0,0,0
1,27,1,1,1,1,0
1,34,8,2,1,1,0
1,34,7,1,1,1,0
0,35,3,3,1,1,0
1,61,1,1,1,0,1
1,22,5,2,0,1,0
1,33,2,1,1,0,0
0,31,2,1,1,1,0
0,59,3,1,1,1,0
1,37,0,2,0,0,0
1,46,5,2,1,0,1
0,27,2,1,1,0,0
0,44,2,1,1,0,1
0,26,8,1,1,1,1
0,31,9,1,1,0,0
0,45,3,2,0,1,0
0,41,9,2,1,0,1
1,27,4,1,1,1,1
1,28,2,2,1,0,0
0,45,4,1,1,1,0
0,54,0,1,1,1,1
0,38,3,1,1,0,0
1,36,7,2,0,1,0
1,58,5,1,1,0,1
1,32,4,1,1,0,0
0,22,8,2,0,1,0
1,26,7,1,0,0,0
0,51,3,1,1,1,1
0,43,0,2,1,0,0
0,35,5,1,1,0,0
0,28,2,2,1,1,0
1,31,6,1,0,0,0
0,44,9,2,0,1,0
1,51,4,1,0,0,1
0,40,1,2,1,0,0
1,34,0,1,0,0,0
0,38,10,2,1,0,0
1,30,3,1,1,1,0
1,41,0,1,0,1,0
1,35,1,1,0,1,0
0,30,6,1,1,0,0
0,42,9,2,1,0,0
0,40,7,1,0,1,0
1,73,5,1,1,1,0
1,30,7,2,1,0,0
1,33,0,1,1,0,0
0,31,9,2,0,1,0
0,29,6,1,0,0,1
0,44,10,1,0,1,0
1,46,3,1,1,0,1
1,39,9,1,0,0,0
0,56,5,2,0,1,0
0,39,0,1,1,0,0
1,31,8,1,1,0,0
1,44,2,1,0,0,0
1,44,8,1,1,0,0
1,76,4,1,1,1,0
1,57,3,1,1,0,1
0,55,7,1,1,1,0
0,36,1,1,1,0,0
0,29,10,2,1,1,0
1,46,5,2,1,0,0
0,35,1,2,1,0,0
1,38,6,2,0,1,0
0,39,6,2,0,0,0
0,39,7,2,1,1,0
0,49,5,3,0,1,1
0,23,6,2,1,0,0
1,50,4,1,0,1,1
1,40,2,2,1,1,1
1,58,1,1,0,1,1
0,60,2,4,1,1,1
1,28,8,2,1,1,0
1,38,1,3,1,1,1
1,38,6,1,1,0,0
1,34,8,1,1,0,0
0,48,7,2,1,1,0
0,37,6,2,1,0,0
1,41,4,1,0,0,0
1,32,1,2,1,0,0
1,34,3,1,1,0,0
1,26,1,1,0,1,0
1,36,9,1,1,1,0
1,43,9,2,0,1,0
1,33,9,2,1,0,0
1,32,3,2,1,1,0
0,32,0,1,0,0,0
0,45,7,1,1,1,0
1,45,9,1,0,1,0
1,42,5,1,1,0,0
0,34,6,1,1,1,0
0,37,3,2,0,0,1
0,36,3,2,0,0,0
0,28,3,1,1,0,0
1,40,5,2,1,0,0
1,40,6,2,1,1,0
0,29,6,1,1,1,0
1,39,2,2,1,0,0
0,34,4,1,0,1,0
0,31,7,2,0,0,0
1,40,8,2,1,1,0
1,21,7,1,1,1,0
1,39,6,1,0,0,0
1,37,4,2,1,1,0
0,25,5,1,0,1,0
0,37,9,1,1,1,0
1,31,2,2,1,1,0
1,45,4,1,0,1,1
0,32,6,2,1,1,0
0,33,9,2,0,0,1
0,72,8,2,1,1,0
0,64,3,1,1,1,0
0,22,6,2,1,1,0
1,39,1,1,1,1,0
1,31,6,2,1,1,0
0,56,6,2,1,0,1
1,34,8,2,0,1,0
0,46,5,2,1,0,0
1,71,0,2,0,1,0
0,39,2,2,0,0,0
0,33,9,2,0,1,0
0,28,5,1,1,0,0
1,45,6,1,1,1,0
0,42,5,2,0,0,0
1,37,2,1,1,0,0
0,25,3,2,1,1,0
0,21,9,2,0,1,0
0,41,5,2,1,0,0
1,59,2,1,1,0,1
0,36,2,1,1,0,0
1,36,9,2,0,1,0
1,30,2,2,1,1,0
0,40,1,1,0,1,1
0,45,9,2,1,0,0
1,55,8,2,1,1,0
0,29,4,2,1,0,0
1,44,8,2,0,1,0
1,46,4,2,1,1,0
1,37,1,1,1,1,0
1,63,6,1,1,1,0
0,70,3,2,1,0,1
0,35,4,1,1,1,0
1,46,2,2,0,0,0
1,53,5,1,1,0,1
1,44,2,1,1,1,0
1,43,2,1,1,1,0
1,36,6,3,1,1,0
0,50,6,2,1,1,1
1,29,1,2,0,0,0
0,39,7,2,1,0,0
1,43,3,1,1,0,0
1,59,3,2,1,0,1
1,39,3,2,1,0,0
1,41,7,2,0,0,0
0,40,0,2,1,0,0
1,44,5,2,1,0,0
1,29,6,1,1,1,0
0,65,1,2,0,1,0
1,29,5,1,0,1,0
0,36,6,2,1,0,0
0,52,9,1,1,1,1
0,35,8,1,0,1,0
1,23,5,1,0,1,0
1,37,5,2,0,0,0
0,46,1,2,1,0,0
1,45,3,2,1,0,1
0,32,4,1,0,0,0
0,26,1,2,1,1,0
1,41,1,1,0,0,1
0,25,9,2,1,0,0
1,66,5,1,0,0,1
1,32,9,1,1,0,1
1,20,5,2,1,1,0
1,46,5,2,1,1,0
0,31,8,1,1,1,0
1,40,10,2,1,1,0
0,31,5,1,0,1,0
1,61,10,1,1,1,0
1,58,9,2,0,1,0
1,43,5,1,0,0,0
0,28,5,2,0,1,0
0,47,9,1,0,0,1
0,34,7,1,0,0,0
0,33,3,1,1,0,0
0,34,9,1,0,1,0
1,39,2,2,1,0,0
0,60,0,1,0,1,0
0,38,5,1,0,0,1
1,43,5,2,1,1,0
1,49,7,3,1,1,1
1,47,0,1,0,1,0
0,29,10,1,1,0,0
1,33,2,1,1,0,0
1,31,8,2,1,1,0
1,37,4,1,1,1,1
0,23,8,1,0,0,0
1,35,4,2,0,1,0
1,32,10,2,1,1,0
1,40,4,1,0,1,0
1,27,2,1,1,1,1
1,30,6,2,1,0,0
1,40,7,1,1,0,0
0,22,5,1,0,0,0
1,38,3,1,0,0,0
1,27,8,2,1,0,0
0,49,3,1,0,0,1
1,22,7,2,1,0,0
1,21,9,2,0,0,0
1,37,6,2,1,0,0
0,40,7,1,1,0,1
1,65,0,1,1,1,0
1,24,1,2,0,1,0
1,46,4,1,1,0,1
0,44,2,1,0,1,1
1,38,8,2,1,1,0
