churn,months,totcalls,totmou,d0alband
1,9,1351,4242,1
1,9,484,974,1
0,9,448,1680,1
1,11,1799,4435,1
1,11,689,1515,1
1,7,980,2014,0
0,11,343,1172,1
0,7,2213,4924,1
1,7,429,679,1
1,11,287,790,1
0,11,3406,11426,1
1,11,204,396,1
0,9,6,12,0
1,11,2935,14768,1
1,7,480,1558,0
1,11,1545,3268,1
0,9,710,2611,0
1,7,1122,5406,1
0,7,5004,13121,1
1,9,849,4828,1
0,9,4863,12615,1
1,11,1519,5597,0
1,11,1823,5407,1
1,9,634,1558,1
1,11,3027,9615,1
0,7,2200,6902,0
1,7,750,2092,1
1,7,1160,2659,0
0,11,1795,5166,1
1,11,13037,26606,0
1,9,62,111,0
0,11,1070,4262,1
0,7,280,798,1
1,11,3246,12048,1
0,11,521,1395,1
0,9,663,2348,1
1,11,2776,10998,1
0,11,447,653,1
1,7,790,2015,1
0,9,1462,6781,1
1,11,883,2535,1
1,7,3318,6231,1
0,11,3786,13264,1
1,9,1519,4020,1
1,11,3363,6825,1
0,11,2249,6901,1
1,7,729,1930,1
0,11,7381,13153,1
0,9,1892,15009,1
0,7,1006,3657,0
0,7,3916,9053,1
0,7,1229,2972,1
0,7,535,2423,1
0,7,2312,4697,0
0,9,449,825,1
0,11,2701,13514,0
1,7,2046,4795,1
1,7,522,3539,1
0,10,1561,6782,1
1,7,711,4241,0
1,11,1803,5381,1
1,9,5975,15440,0
1,11,1717,6147,1
1,11,1293,5510,1
0,9,851,1502,1
0,7,2324,4084,1
1,7,172,614,1
1,7,871,3545,1
0,7,2489,5275,1
1,7,714,1815,0
0,11,2366,8700,1
1,11,1123,7679,1
0,7,2188,6588,1
0,7,1778,4322,1
1,9,1158,7052,1
1,11,2620,10738,1
0,7,3540,9984,0
0,7,398,1544,1
1,11,1151,4689,1
1,9,451,2651,1
0,7,4835,8150,0
0,7,547,1794,1
0,11,422,945,1
1,11,1308,3781,1
0,9,3263,18770,1
1,11,1196,4932,1
0,11,2604,8662,1
0,9,3598,7912,0
0,9,3320,7614,0
1,7,207,657,0
1,11,1748,8452,1
0,11,1283,3610,1
0,11,1273,2506,1
0,7,2648,8695,1
0,7,1568,5576,1
0,9,2815,9143,1
1,11,2213,6629,1
0,9,3680,15753,1
0,9,762,1921,1
0,9,2275,9271,1
0,7,616,2260,1
0,7,739,1662,1
0,9,717,1845,1
0,11,6048,17304,1
1,11,744,1419,1
1,11,972,2411,0
0,7,3406,7984,1
1,11,2003,12637,1
1,7,1596,6502,1
1,11,404,847,1
0,11,62,145,1
1,11,5479,11542,0
0,9,895,1411,1
0,11,690,1732,1
1,11,133,971,1
1,11,91,252,0
0,7,1929,7588,1
0,7,722,4494,1
1,11,64,236,0
1,11,839,3392,1
1,11,3443,10668,1
1,11,1214,2596,1
0,11,282,717,0
1,9,1196,4132,1
0,7,1855,3876,1
1,9,913,3040,1
0,7,1178,2651,1
0,9,3259,6852,1
0,7,4322,9932,1
1,9,1317,3496,1
0,9,115,267,1
1,11,362,979,1
1,11,3547,7859,0
1,7,2247,4680,1
0,9,330,841,1
0,7,2159,3849,1
0,7,391,1184,0
1,11,1442,3591,0
1,7,248,493,1
1,11,2361,11420,1
1,11,1035,2457,1
1,11,1673,8194,1
0,9,1174,6041,1
0,9,2132,6259,1
1,11,1123,5346,1
0,9,2736,7821,1
0,7,1253,3236,1
1,11,1741,4433,1
0,7,2511,6654,1
1,11,2696,3908,0
0,11,720,2673,0
1,9,524,2375,1
0,11,418,830,1
1,11,2675,5243,1
0,7,847,1615,1
0,11,1140,2483,1
0,7,574,1097,1
0,9,1324,2730,0
1,11,3798,21524,1
0,7,1701,4138,1
0,9,1127,7230,1
1,11,3889,7097,1
0,11,735,1659,1
1,11,3462,10887,1
0,11,1404,3519,1
1,9,260,830,1
1,7,2381,6515,1
1,7,4150,11014,1
1,7,4209,16694,1
0,11,2621,6767,1
1,11,4804,21426,1
1,11,3079,12860,1
0,9,1408,6484,1
0,7,1849,5465,1
0,7,253,572,1
0,7,1867,7447,1
0,9,1130,3604,1
0,11,815,2407,1
0,7,444,1793,0
1,7,383,3259,1
1,11,1195,3487,1
1,11,499,877,1
1,7,1542,2892,1
1,7,1824,9225,1
0,7,1305,5866,1
0,7,2689,11950,1
1,11,385,1198,1
1,11,3119,8450,0
0,9,3787,11926,1
1,9,1313,3458,1
1,11,698,1014,0
0,9,450,934,1
1,7,393,1672,1
0,9,1386,2813,1
0,9,312,2605,1
0,7,387,1070,1
0,11,2710,10241,0
0,9,458,809,1
0,9,870,2330,0
1,7,111,185,1
0,9,2107,5275,0
0,9,5394,12621,1
0,9,1575,5994,1
1,7,1979,8047,1
0,11,5985,17439,1
0,7,681,3110,1
0,9,421,1295,1
0,9,1707,5037,1
1,11,1408,10770,1
0,9,2206,4705,1
0,9,3082,8991,1
0,9,4269,10932,0
0,7,2581,6414,0
0,11,1951,6414,1
0,11,1639,4454,1
0,7,537,4204,1
0,9,2422,6906,1
0,7,1589,3372,1
1,11,1985,7920,1
1,17,333,2084,1
0,7,962,2291,1
0,7,1613,2901,1
0,7,1911,5319,1
0,7,735,2052,0
0,7,939,2913,1
0,9,3125,5329,0
0,11,2388,9290,1
1,11,1643,3250,1
0,11,2360,7069,0
0,9,2637,7505,1
1,11,410,2586,1
0,9,367,1472,1
0,7,1919,6659,1
1,7,1750,6028,1
0,11,3292,16009,1
0,11,1949,9353,1
0,9,469,839,1
1,7,960,1696,1
0,7,2679,10284,1
0,7,915,2471,1
1,9,3345,8505,1
0,11,6988,16813,1
0,9,7071,14541,1
0,7,495,1299,1
1,7,2028,10181,1
1,11,728,2773,0
1,9,946,1858,1
1,9,1576,5319,1
0,11,1374,3116,1
1,11,1455,2769,1
0,9,12898,25744,1
1,11,3035,5594,1
0,7,2314,4331,1
0,11,5147,24469,1
0,11,1343,3623,1
0,7,1008,3894,0
1,11,2697,7609,0
0,9,1857,3093,1
0,7,89,192,0
1,11,1614,5847,1
0,11,497,4892,1
1,9,657,1939,1
0,9,2258,6073,1
1,7,1731,4877,1
0,9,1523,5469,1
1,11,3497,8226,1
1,7,541,1061,1
1,9,884,1451,0
1,11,3820,13717,1
1,9,636,2537,1
0,7,1058,2316,1
1,11,2001,5751,1
0,7,557,2468,1
1,7,36,121,0
1,9,1288,4127,1
1,9,1240,4244,0
0,11,1047,2298,1
0,11,2812,9770,1
1,9,1792,6183,1
1,11,1229,3641,1
0,7,885,1924,1
1,11,1995,6129,1
0,7,1302,4400,1
1,11,2498,9197,1
0,11,1564,3144,1
0,7,518,1528,1
0,7,600,5502,1
1,11,2014,8525,1
0,7,955,2630,1
0,7,1640,4044,1
1,11,762,4928,1
1,11,1677,4179,0
0,11,4677,11146,1
0,9,1148,2962,1
0,11,842,2395,1
0,11,849,2688,1
0,7,935,2395,0
1,9,3090,6207,1
1,11,1213,2459,1
0,9,2073,3704,1
0,11,6518,14773,1
1,11,477,9524,1
0,11,1808,3179,1
0,7,760,1654,1
1,11,776,2699,1
0,11,2243,4788,1
0,9,751,2290,0
1,11,3555,9619,1
0,11,1161,4738,1
0,7,556,2574,1
1,7,1505,8825,1
1,11,617,1339,0
0,7,2433,6326,1
0,11,1490,3030,0
0,9,206,1368,1
1,11,4122,6146,1
1,11,2663,7430,1
1,7,1040,5769,1
0,11,447,1440,1
0,11,2446,8010,1
1,11,1280,3387,1
0,7,705,5342,1
0,7,858,2503,0
0,11,2230,6906,1
0,9,3115,10534,1
1,11,1479,5444,1
0,11,1525,3657,1
1,11,1724,5471,0
1,9,2244,7598,1
0,11,1992,4650,1
1,11,768,1522,1
0,7,1263,4468,1
0,11,790,1359,1
0,9,1631,4763,1
0,7,1734,5170,1
0,7,1309,3860,1
0,7,2427,4273,1
0,7,1834,6053,0
0,7,1240,3741,0
1,11,119,358,0
1,7,1027,2500,0
1,11,1616,4032,1
1,11,1660,3524,0
1,11,1760,4590,1
1,11,4380,12173,1
0,9,2775,7869,1
1,9,6585,16635,1
0,11,2838,18089,1
1,11,1694,4123,1
1,11,1969,4641,1
0,9,461,1479,1
0,11,2890,14327,1
1,9,2576,4734,0
0,9,1104,3105,1
0,9,2164,6026,0
1,11,722,2594,1
1,11,2335,11361,1
0,7,1834,4589,0
0,9,2644,5471,1
1,7,421,1044,0
0,9,2290,5796,0
1,7,1419,2460,0
1,11,6073,13480,1
0,7,3594,6533,0
0,11,1303,3806,0
0,7,1059,9429,1
0,9,6997,16692,1
1,11,3675,8968,1
1,11,1322,6433,1
0,9,225,679,1
0,7,1845,6441,1
0,11,1065,2560,0
1,11,200,401,1
0,9,1067,4135,1
1,9,1801,4416,1
0,11,558,1994,1
1,7,815,1635,1
1,9,2949,7350,1
0,9,641,1806,1
1,7,230,604,1
0,9,810,1373,1
0,9,2433,8945,1
0,7,1520,4364,1
0,11,1775,3557,1
1,7,1526,4267,0
0,9,258,505,1
0,7,301,2204,1
0,7,3170,8271,1
1,9,684,1566,1
0,7,710,2160,1
1,7,1110,2774,1
1,7,241,582,1
1,7,567,3635,1
0,11,939,3497,1
0,9,1324,4069,1
1,11,2280,6612,1
0,9,713,2881,1
0,11,578,2347,1
0,9,1316,4124,1
0,7,114,711,1
0,9,2602,6182,1
1,11,373,750,1
1,11,1267,4947,1
0,7,796,2694,1
0,11,928,2703,1
0,7,1227,2921,1
0,7,1026,2481,0
1,11,2406,8670,1
0,11,716,1722,1
0,7,1927,4859,1
0,7,273,875,1
1,9,225,807,1
0,11,2302,12442,1
0,7,206,375,1
0,7,157,337,1
1,11,293,722,1
0,7,2395,8374,1
0,7,1688,5610,1
0,9,1008,2647,1
0,9,642,1223,1
0,7,755,2242,1
0,11,1342,2989,1
1,9,104,202,0
1,11,1178,3471,1
0,9,870,5972,1
1,11,4765,15088,1
1,11,2690,6645,1
1,7,264,608,1
1,11,987,2596,1
0,9,1283,4240,1
0,11,1877,4545,1
0,11,280,1563,0
0,7,336,844,0
0,9,900,2284,1
1,11,1250,3913,1
1,11,1114,2239,1
1,7,614,2405,1
0,7,1241,2205,1
0,11,1021,3137,1
0,7,1108,4084,1
0,11,636,2377,1
1,11,731,1793,1
0,9,2327,9736,0
1,11,684,1491,0
0,11,601,2430,1
1,11,5,8,1
1,9,708,1132,1
0,7,208,496,0
1,11,3661,8910,1
0,9,2628,10418,1
1,11,81,270,0
0,11,48,154,1
0,7,1089,2828,0
0,9,639,2098,1
1,11,818,2407,1
1,11,5106,13065,1
0,9,1727,3961,1
1,11,3541,14342,1
0,11,530,1320,1
0,11,3156,7938,0
0,11,642,1596,1
0,7,807,2843,1
0,11,13922,19827,0
1,7,2672,13280,1
0,9,1100,4279,1
0,11,719,1378,1
0,7,1575,4288,1
1,7,539,2940,1
0,9,1032,3791,1
1,11,685,2445,1
0,9,422,811,1
0,9,1974,3629,0
0,9,213,431,1
0,7,1128,2432,0
0,7,1530,2380,0
0,11,794,1537,0
1,11,2042,7537,1
1,9,792,1575,1
1,11,2072,4498,1
0,11,1938,8277,1
0,7,2074,4639,1
0,11,1829,4827,1
0,7,1615,4082,1
1,9,119,191,1
0,7,505,1079,0
1,11,4843,11354,0
0,7,997,1863,1
1,9,791,2945,1
1,7,539,1189,1
1,11,773,2009,1
1,11,3204,8275,1
0,7,1302,5692,1
1,11,1080,2140,0
0,9,2119,5540,1
0,9,1867,6750,0
0,7,1951,8214,1
1,11,2035,7976,0
0,11,2525,6428,1
0,9,3635,9443,1
0,9,892,6262,0
1,11,1484,4866,1
0,9,1540,4646,1
1,7,2139,4700,0
0,11,1134,2707,1
1,9,183,403,1
1,7,192,347,1
1,7,871,2657,0
1,7,383,1816,0
1,11,4019,14601,1
0,7,126,194,1
1,11,2547,5160,1
1,11,435,896,1
0,9,2133,3795,0
0,9,708,3010,1
1,11,1113,7208,1
1,11,4172,8327,1
1,7,521,4134,0
1,9,347,794,1
0,7,535,6591,1
1,11,715,2737,1
0,7,729,1202,0
1,11,300,671,1
0,9,337,1657,1
1,11,3427,12181,1
1,9,76,189,0
1,11,442,754,1
0,9,1384,2621,0
0,11,1423,5201,1
1,7,822,1990,1
0,11,2205,6801,1
0,9,5595,9245,1
0,7,1236,2788,1
1,11,1493,10353,0
0,7,405,996,0
1,11,1175,2791,1
0,9,915,9053,1
1,11,1505,4858,0
1,7,231,639,1
0,9,569,1720,1
1,11,647,1388,1
0,9,694,1252,1
1,9,2519,6497,1
0,11,987,2302,1
0,11,1002,2304,1
1,11,815,2617,1
0,7,1574,3297,0
0,9,1853,4228,1
0,11,929,2484,0
1,9,1471,2812,1
1,13,815,2265,1
0,7,203,736,1
0,7,2516,6002,1
0,11,4194,8466,1
1,7,654,4666,1
0,11,1091,8548,1
1,7,613,1375,1
0,11,2890,7763,1
1,11,1752,7470,1
0,11,3405,6528,1
1,11,2255,3956,1
1,11,666,3991,0
0,9,987,4278,1
0,7,963,1635,1
1,11,2300,5035,1
1,7,244,1869,1
0,11,189,284,1
0,9,960,4724,0
1,9,2244,3551,1
0,9,612,2026,1
0,7,1854,5390,0
1,7,2530,4451,1
1,11,2498,8423,0
1,7,627,3246,1
1,11,2684,9844,1
1,11,1039,2367,1
1,11,4062,10412,1
0,9,3135,8764,1
1,11,5882,12186,1
0,9,2042,4621,1
1,7,1463,4309,1
0,7,841,1713,0
1,7,1551,5224,1
0,7,2666,6047,0
1,11,3464,21454,1
0,9,1838,4527,1
0,7,274,664,1
0,11,844,2922,0
1,11,797,2277,1
1,11,279,1125,1
1,11,982,1983,1
1,7,2549,6555,1
0,7,1567,4844,1
1,11,2255,7104,1
0,11,4469,21324,1
0,7,794,2418,1
0,11,2804,12686,1
0,7,194,667,1
1,9,4649,16147,1
1,7,911,2809,1
1,11,3946,13447,1
1,9,366,604,1
0,7,1344,4281,1
0,7,694,1810,1
0,11,4936,14556,0
0,9,1388,3391,0
1,11,991,3722,1
1,7,1177,5526,1
1,11,1256,3811,1
1,7,948,4274,1
0,9,3687,8140,1
1,7,908,3576,1
0,9,3530,7033,1
0,9,834,1743,1
0,7,2445,12409,0
0,9,912,2556,1
0,7,780,1878,1
0,9,412,1674,1
0,11,1082,3700,1
1,11,197,2358,1
0,7,670,2489,0
0,11,1657,5834,0
0,9,223,630,1
0,7,3703,8789,0
0,11,818,2171,1
0,7,400,1247,1
1,11,2054,7480,1
1,11,4477,13491,0
1,7,60,116,1
0,9,638,2070,1
1,7,1556,4218,1
1,11,7744,28279,1
0,7,896,1978,1
0,7,401,726,1
1,11,841,3093,1
0,9,1850,3360,0
1,11,3159,11747,1
0,9,1338,6950,1
0,7,123,830,1
0,7,1593,4897,1
1,11,221,1612,1
1,7,471,1601,1
0,11,1270,3433,0
1,11,4912,9932,1
1,11,858,2025,1
0,7,727,2471,1
1,11,1339,6768,1
1,11,3731,10371,1
0,9,571,1217,0
1,11,2248,5199,1
0,9,1666,3129,1
1,11,698,1538,1
1,11,987,2280,0
0,9,355,3388,1
1,9,128,409,1
0,7,399,739,1
0,11,2781,10520,1
0,9,2631,7662,1
0,9,2171,10538,1
1,11,311,533,1
1,7,1715,4108,1
0,9,4964,12527,1
0,11,1046,2887,1
0,7,2878,9568,1
1,7,425,1902,1
0,11,4349,8714,1
1,11,4144,17238,0
1,9,4269,8384,1
0,7,2170,11134,1
0,9,2582,6062,1
0,11,4959,17841,0
1,11,1014,2724,0
1,7,247,733,1
0,7,143,319,1
1,11,841,1568,1
0,9,2235,5987,1
1,11,414,1092,1
0,7,1509,6162,1
0,9,2219,4042,1
1,9,1636,5329,1
0,11,499,1790,1
0,7,410,1003,1
1,7,393,958,1
0,7,1641,4011,1
0,9,780,1889,0
1,11,9018,18478,0
0,9,791,2601,1
0,9,736,1409,1
1,11,3576,9682,1
0,9,701,1625,0
0,11,1828,4399,1
0,7,1835,5432,1
1,7,1536,4329,1
1,11,4021,8236,0
0,11,2971,8276,1
0,7,1200,2886,0
0,11,2645,8712,0
0,7,1138,8875,0
0,7,3073,8333,1
0,11,7,10,0
1,11,2095,7344,1
0,9,315,2221,0
0,7,3307,6518,1
1,11,127,411,1
0,11,2864,5696,1
0,7,1334,2417,0
1,11,3747,11421,1
0,11,2258,5223,1
1,11,2140,5825,0
1,11,2899,5446,0
0,9,793,2011,0
1,11,1435,2860,0
0,11,696,1554,1
0,9,439,1232,1
1,7,3400,10545,1
1,11,1616,6237,1
0,11,698,1149,1
0,11,624,1474,1
1,9,3477,13064,1
0,7,1072,6399,1
1,11,778,2952,1
1,7,445,1462,0
0,7,719,1816,1
1,11,1101,4665,1
0,9,3740,9461,0
1,11,6560,27052,1
1,11,510,978,1
0,9,1655,5486,1
1,9,348,1042,1
0,9,3894,12260,0
1,7,1265,2733,0
1,7,253,1380,1
1,11,5809,17690,1
1,11,27,116,1
0,9,1240,2659,1
1,11,1738,5115,1
0,7,1151,3352,1
0,9,2626,6036,1
0,7,2002,6158,1
1,7,1438,4117,0
1,11,2528,7147,0
0,9,3532,14273,0
1,9,2612,7918,1
0,11,2480,7802,1
1,7,1732,5649,1
1,11,1898,16318,1
1,7,11,23,1
0,11,4929,15187,1
0,11,969,3603,1
1,9,831,2986,1
0,7,1744,4646,1
0,9,2000,5642,1
0,11,1322,6867,1
0,7,1119,2835,1
1,11,854,1988,0
0,9,366,1347,1
1,11,4358,12596,1
0,7,405,2757,1
0,11,2923,12046,1
0,11,2103,4428,1
0,7,5798,13912,1
0,7,3640,10467,1
1,11,1283,2922,1
0,9,2426,10670,1
1,11,381,2018,1
0,7,1575,3881,1
0,9,2771,5123,1
1,11,4480,11423,1
1,7,537,1251,0
1,11,1205,3508,1
1,11,166,745,1
0,7,744,4319,1
1,11,614,1939,1
0,9,877,3065,0
1,7,819,3112,1
1,11,629,2333,1
0,9,1483,3521,1
0,7,3149,7436,1
0,7,510,2034,1
1,7,1970,5346,0
1,11,1387,2685,1
1,11,95,154,1
1,11,1326,3691,1
0,9,2112,5116,1
1,11,26,74,0
0,11,7036,14939,1
1,7,139,380,1
0,11,5979,18484,1
0,11,962,4416,1
0,11,3525,14201,1
1,11,341,870,1
0,7,1488,8887,0
0,11,4332,9326,0
1,9,741,4613,1
1,11,1237,3167,0
0,11,854,3148,1
0,9,97,169,1
0,9,940,2742,0
0,9,1568,4238,1
1,11,3717,10864,1
1,11,1458,2916,1
0,9,1721,3532,0
0,9,8032,13338,0
0,9,1642,5886,1
1,7,2336,5727,1
1,11,1101,2874,0
1,7,728,1778,1
1,7,1231,3567,0
1,11,371,1637,1
1,11,2748,7408,1
0,9,871,1991,1
1,9,276,535,1
0,9,1377,4919,1
1,11,1992,5086,1
0,11,2921,9159,0
1,11,3388,7331,1
1,11,1946,4508,1
1,7,2734,3628,0
0,7,1864,5954,1
0,9,774,9756,0
0,7,3402,6429,0
0,7,2001,9043,1
1,11,2302,5230,1
0,11,1917,7654,0
1,11,1858,12064,0
1,11,1541,4475,1
1,9,573,2511,1
0,7,1044,2252,1
0,11,1460,4686,1
1,11,421,925,1
0,9,3727,7844,1
0,9,3054,6624,1
0,11,1095,1765,1
0,11,314,1067,1
0,11,524,1530,1
0,7,272,531,0
1,11,6209,11942,1
1,11,429,1562,1
1,11,372,772,1
0,7,1179,4793,1
0,9,4828,10683,0
1,9,1101,3663,0
0,11,2454,9144,1
1,11,4238,9091,0
1,7,687,2516,1
0,9,3748,14256,1
0,7,848,5818,1
1,7,1270,2255,1
1,9,664,3394,1
1,11,1157,3130,1
0,11,1523,6797,1
0,9,348,1090,1
0,7,1145,2530,1
1,11,1965,16403,1
0,7,214,583,1
1,11,3248,12120,1
1,9,514,1157,1
0,11,6094,13285,1
0,9,1582,3561,1
1,11,1589,3238,1
0,9,1764,6625,1
1,11,2025,3965,1
0,11,1270,3049,1
1,11,552,6229,1
1,11,2238,4097,1
0,9,577,1997,1
1,11,849,2049,1
0,7,675,1636,1
1,11,1155,2749,1
1,11,1212,4270,1
1,11,6033,9507,1
1,11,704,5084,1
1,9,956,2379,1
1,11,713,1274,0
0,11,2029,4911,1
0,9,6471,16535,1
1,11,410,1541,1
1,11,4538,19240,1
1,11,1861,3632,1
1,11,1154,3721,1
0,7,5783,12082,0
1,11,2920,11270,1
0,11,2939,11180,1
0,9,1506,3291,0
1,11,188,499,1
1,11,437,5240,1
0,11,3476,9691,1
0,7,2431,5854,1
0,9,934,5162,1
1,11,1055,3240,1
0,11,1450,3397,1
1,7,639,1609,0
0,11,1382,3664,1
1,11,1244,2643,1
1,7,1598,3459,0
0,7,360,763,1
0,7,233,1323,1
1,7,386,1731,1
0,9,172,249,1
0,7,178,377,1
0,9,469,1394,1
1,11,483,1236,1
0,11,724,5906,1
0,7,430,1447,1
1,11,517,1704,1
0,11,764,2124,1
0,7,571,1196,1
1,11,1933,9134,1
1,11,3643,10346,1
0,11,821,1566,1
1,9,1287,2029,1
0,11,2573,7079,1
1,11,798,1227,1
0,7,2446,5597,1
1,7,1103,2655,1
1,11,533,1958,0
1,7,953,3559,1
0,11,497,2080,0
1,7,880,3140,1
1,7,1072,1732,1
1,11,665,1030,1
0,9,728,1849,1
1,11,375,2107,1
0,9,1192,2863,1
0,9,1025,4960,1
0,9,657,1098,0
1,11,3657,10797,1
0,7,406,1015,0
1,11,811,5595,1
1,11,2905,10042,1
1,11,896,1612,1
1,11,1690,3234,1
1,11,2288,7434,0
1,11,1460,4669,1
1,11,1449,3132,0
0,9,1601,4863,0
0,7,1200,5654,0
1,11,695,1715,1
0,9,378,1248,1
1,11,129,195,1
1,11,3035,5906,0
1,7,1596,3266,0
0,11,746,2645,1
1,7,3667,12161,0
0,11,3121,9621,1
0,9,462,891,1
1,11,4920,14838,1
0,7,317,881,1
0,7,496,1502,1
1,11,204,600,1
0,7,411,897,1
0,9,3067,15339,1
0,9,2559,8338,1
0,7,601,2263,1
1,11,2557,11925,1
1,11,296,745,1
1,11,1802,5883,1
0,9,19,49,1
1,11,909,2730,1
1,11,555,1918,1
1,7,1045,2450,1
0,7,1013,3743,0
0,7,2761,6077,1
1,9,277,482,0
0,11,680,1324,1
0,7,979,4267,0
1,11,438,1351,1
0,11,3213,8825,0
1,11,1923,3717,1
0,9,2209,6443,1
0,9,3358,6331,1
1,9,2960,8649,1
0,7,5162,12526,1
1,11,981,2785,1
1,7,137,383,1
1,11,641,1131,1
0,9,344,1044,1
1,11,4411,10307,1
0,11,1298,5953,1
1,11,2726,7197,1
0,7,2603,8313,1
1,11,2989,4889,1
0,11,1877,4042,1
0,11,2060,8009,1
0,9,2365,7039,0
0,7,1526,6507,1
1,11,2790,6085,1
1,9,1632,14034,1
0,11,1820,6063,1
1,11,1197,4396,0
1,7,1307,2218,1
0,7,1135,2075,1
1,11,723,5193,1
1,7,1427,12505,1
0,7,798,4086,1
1,11,655,1542,1
0,11,1370,4249,0
1,11,2897,13363,1
1,11,197,1033,1
0,7,851,1769,0
1,9,565,1308,0
1,9,1849,4545,1
0,7,653,3079,0
0,9,124,274,1
0,9,3243,7451,1
1,7,871,2430,0
1,9,709,2466,1
1,11,1365,5513,0
1,7,1197,2975,1
0,9,1525,10378,1
0,7,396,963,1
0,9,1433,9391,1
0,7,283,576,1
0,7,892,2694,1
1,11,6732,19940,1
0,7,2368,5090,0
1,7,1180,4516,1
1,11,1742,6052,1
1,11,935,3632,0
0,9,1902,11214,1
1,11,5164,14482,1
1,11,1325,7232,1
1,11,7042,20676,0
0,7,882,1770,1
0,7,439,977,1
1,9,377,1356,1
1,7,1658,5877,1
1,11,82,115,1
1,11,1427,2718,1
0,11,1805,4666,1
1,11,1873,4072,1
1,11,1867,4273,1
0,11,1358,4758,0
0,9,762,2448,1
0,7,547,3069,1
1,11,2653,7926,1
1,11,1815,5680,1
1,9,1211,5114,1
0,9,2700,8546,1
1,11,580,4100,1
0,11,2118,3848,0
0,7,3641,5658,1
1,9,4510,10444,0
0,9,1257,2330,0
1,11,986,3586,1
1,9,1185,3172,1
1,11,4529,16596,1
1,7,3945,10429,1
0,7,1130,3298,1
0,11,2071,25871,1
0,11,2839,8522,1
1,11,6054,8528,0
0,7,1222,2998,1
1,11,5961,12900,0
1,9,914,1322,1
1,11,3591,9776,1
1,9,1106,8972,1
1,9,797,2124,1
1,9,804,2290,1
0,11,1417,5691,0
0,9,1271,3313,1
0,9,1852,14646,1
1,11,1716,5744,1
0,11,1095,3597,1
0,7,649,2498,1
0,11,879,1742,0
1,7,2969,5599,1
1,11,1590,3571,1
0,9,372,2147,1
0,11,7964,15077,1
1,7,978,2559,0
1,11,1414,3283,0
0,9,4669,13859,1
0,9,1696,5789,1
0,7,758,2284,0
0,11,2516,7307,1
1,11,1591,4176,1
1,7,120,435,1
1,9,1144,4056,0
0,7,927,1809,1
0,11,4154,14290,1
0,9,7953,13549,1
0,9,798,2761,0
0,11,1460,6232,1
1,11,537,991,1
1,11,1898,6503,1
0,9,3344,16038,0
1,11,2666,11525,1
0,9,336,743,1
0,9,2699,7027,1
1,11,2030,5126,1
1,11,685,1599,1
0,9,1205,3449,1
1,7,198,1073,1
1,7,1468,3957,0
1,7,1983,7002,1
0,7,4493,11808,1
0,9,185,638,1
0,9,1688,5914,0
1,11,72,293,0
0,9,3363,19788,1
1,11,1217,2628,1
1,11,330,738,1
0,11,482,890,1
0,9,346,1189,1
1,9,482,4082,1
0,11,862,2547,1
0,9,721,1224,0
1,9,3069,11799,0
0,9,1874,4219,1
0,11,800,4783,1
0,7,1656,5283,0
0,9,726,3407,1
0,9,651,1340,1
0,11,138,238,1
0,7,1662,3958,1
0,11,2344,4923,1
1,9,301,1773,1
0,7,108,383,1
1,11,1765,3561,0
1,11,1064,2879,1
0,7,207,490,1
0,11,586,2033,1
0,9,8333,20401,1
1,9,4492,11756,0
0,9,2547,9848,1
0,9,1400,2678,1
0,11,1244,6250,1
1,11,1317,2434,1
1,11,1921,5193,0
0,9,1274,2925,1
1,9,1751,3871,1
0,11,975,3544,1
1,7,4075,11435,1
0,9,2011,7550,1
1,11,1314,3511,1
0,9,2663,5382,1
0,7,819,1605,1
0,11,2483,9733,0
1,11,2110,5442,1
0,11,408,871,1
1,7,2330,9958,1
0,7,1663,3276,1
0,11,3166,9027,1
1,11,1281,3719,1
1,9,2056,5950,0
0,7,331,1463,1
0,11,652,1523,1
1,11,2473,6325,0
0,7,1491,4226,0
1,11,1913,6481,1
0,7,2508,8463,1
0,7,1402,2761,0
0,7,348,932,1
1,11,1071,2773,1
0,7,1280,4414,1
0,11,4828,11706,1
1,11,4024,8496,1
0,7,567,1810,1
0,9,4496,11206,0
0,7,1667,3896,1
0,9,945,3146,1
0,7,205,389,1
0,9,3349,7615,1
0,7,407,810,1
1,11,522,2247,1
0,11,2014,6067,1
0,9,1622,7367,0
0,7,241,444,1
0,9,1376,4432,1
0,11,172,801,1
0,7,694,1080,0
1,11,622,1240,1
0,11,1476,6128,1
0,7,868,3187,1
0,9,1194,5844,1
0,7,797,3433,1
0,11,2650,4813,1
0,11,181,388,1
0,11,327,611,1
1,11,4403,10432,1
1,9,357,725,0
0,9,877,1753,1
1,11,1555,4266,0
0,7,903,1753,0
0,7,1510,2497,1
1,11,3650,5890,1
1,11,514,922,1
1,7,1229,4078,1
1,7,568,3485,1
0,9,1275,4538,0
0,11,1273,4363,1
0,11,5130,17169,1
0,9,3412,10531,1
1,7,444,2193,1
0,7,1242,2433,1
1,9,105,442,1
1,11,931,1911,0
1,11,840,3653,1
1,11,2738,5828,1
0,11,1444,4041,1
1,11,3120,8752,1
0,9,787,3659,0
1,11,919,2042,1
0,9,334,916,1
1,11,4219,16366,0
1,9,409,1453,1
1,11,457,1714,1
1,11,885,2315,1
0,9,1191,4876,1
1,9,1680,3639,1
0,11,1121,2794,1
1,7,592,1060,0
1,14,1840,6404,1
0,9,3571,10792,1
0,9,2598,11161,1
1,11,2155,6144,0
