id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
398569,Male,65,1,28,0,3,1,31280,124,122,1
398570,Male,51,1,46,1,3,2,28028,124,178,1
398571,Female,26,1,28,1,1,2,40327,152,83,1
398572,Male,50,1,9,0,2,1,44378,26,296,1
398573,Male,23,1,45,1,1,2,2630,152,94,1
398574,Male,20,1,12,1,1,2,2630,160,131,1
398575,Male,46,1,28,0,3,1,42965,124,276,1
398576,Female,36,1,29,0,3,1,22201,157,123,1
398577,Male,66,1,3,1,3,2,25694,26,106,1
398578,Female,23,1,15,0,1,1,29967,26,22,1
398579,Female,59,1,28,0,3,1,55516,124,83,1
398580,Male,72,1,28,0,3,1,47613,26,80,1
398581,Male,24,1,21,1,1,2,25706,152,113,1
398582,Male,43,1,12,0,2,1,28175,26,172,1
398583,Male,46,1,28,0,3,1,46422,26,166,1
398584,Male,39,1,15,0,3,1,2630,156,77,1
398585,Male,23,1,50,1,1,2,33038,152,183,1
398586,Female,39,1,41,0,3,1,130307,26,126,1
398587,Female,27,1,3,1,1,2,28795,152,234,1
398588,Male,40,1,23,0,1,2,2630,1,133,1
398589,Female,62,1,33,0,2,1,33813,31,97,1
398590,Female,71,1,28,0,3,1,36527,26,261,1
398591,Male,44,1,8,0,3,1,42211,26,46,1
398592,Female,68,1,50,1,3,2,22636,124,229,1
398593,Female,55,1,29,0,3,1,2630,124,290,1
398594,Male,36,1,50,0,3,1,32310,152,41,1
398595,Male,31,1,27,0,1,1,2630,160,89,1
398596,Male,36,1,21,1,3,2,35171,152,193,1
398597,Male,47,1,50,0,3,1,38229,8,75,1
398598,Male,22,1,2,1,1,2,29228,152,256,1
398599,Female,26,1,49,0,1,1,28861,26,22,1
398600,Male,43,1,28,0,3,1,69809,124,270,1
398601,Female,23,1,33,1,1,2,27680,152,49,1
398602,Male,21,1,8,1,1,2,36354,152,113,1
398603,Female,39,1,39,0,3,1,2630,26,235,1
398604,Male,56,1,28,0,3,1,34751,25,131,1
398605,Male,48,1,28,0,3,1,55697,25,206,1
398606,Male,48,1,28,1,3,2,52398,122,251,1
398607,Male,65,1,28,0,3,1,46065,26,283,1
398608,Female,46,1,50,0,3,1,2630,156,112,1
398609,Female,72,1,28,1,3,2,45193,122,147,1
398610,Male,49,1,28,0,2,1,43118,26,239,1
398611,Male,22,1,46,1,1,2,29175,152,166,1
398612,Male,56,1,46,0,3,1,37881,26,103,1
398613,Male,56,1,48,1,3,1,2630,15,128,1
398614,Male,20,1,8,0,1,1,35365,160,99,1
398615,Female,20,1,30,1,1,2,32968,160,94,1
398616,Male,21,1,15,1,1,2,26570,152,147,1
398617,Female,25,1,45,0,1,1,38007,152,168,1
398618,Male,36,1,15,0,3,1,2630,30,106,1
398619,Male,24,1,36,1,1,2,38066,152,198,1
398620,Male,55,1,18,0,3,1,2630,156,150,1
398621,Female,50,1,8,0,3,1,36555,160,271,1
398622,Male,30,1,36,0,1,1,37809,151,24,1
398623,Male,23,1,3,1,1,2,38283,152,209,1
398624,Female,27,1,25,1,1,2,24070,152,235,1
398625,Male,69,1,12,0,3,1,53173,124,95,1
398626,Female,79,1,46,1,3,2,22577,26,231,1
398627,Male,40,1,28,0,2,1,49624,122,55,1
398628,Female,23,1,8,1,1,2,32568,152,190,1
398629,Male,27,1,45,1,1,2,25245,152,34,1
398630,Male,21,1,15,1,1,1,56335,152,263,1
398631,Female,23,1,8,1,1,2,42847,152,67,1
398632,Male,26,1,41,1,1,2,69865,152,71,1
398633,Female,59,1,28,1,3,1,45890,52,13,1
398634,Male,58,1,28,1,3,1,44789,26,155,1
398635,Male,54,1,28,0,3,1,57285,124,297,1
398636,Male,58,1,35,0,3,1,28397,102,221,1
398637,Female,34,1,28,0,3,1,41794,152,154,1
398638,Female,66,1,28,1,3,2,50962,26,165,1
398639,Male,53,1,31,0,3,1,2630,26,25,1
398640,Female,41,1,17,0,3,1,36029,124,104,1
398641,Female,24,1,33,1,1,2,35741,152,238,1
398642,Female,25,1,8,1,1,2,30523,26,232,1
398643,Male,29,1,36,0,1,2,40235,152,247,1
398644,Male,20,1,8,0,1,1,175886,160,171,1
398645,Female,45,1,8,0,3,1,35682,124,292,1
398646,Female,27,1,8,1,1,2,43098,152,231,1
398647,Male,57,1,11,0,3,1,21251,124,122,1
398648,Female,21,1,18,0,1,1,2630,160,228,1
398649,Female,48,1,28,1,3,2,43851,124,264,1
398650,Male,54,1,28,0,3,1,29038,124,299,1
398651,Male,67,1,38,0,3,1,24590,124,217,1
398652,Male,50,1,28,0,3,1,53774,26,243,1
398653,Male,68,1,4,0,3,1,24202,26,293,1
398654,Female,22,1,20,1,1,2,2630,152,128,1
398655,Female,79,1,28,0,3,1,68385,122,70,1
398656,Female,24,1,35,1,1,2,29445,152,113,1
398657,Male,23,1,8,1,1,2,47662,152,84,1
398658,Male,45,1,39,0,2,1,2630,124,238,1
398659,Female,21,1,40,1,1,2,40478,152,206,1
398660,Male,53,1,8,0,3,1,35065,26,216,1
398661,Female,22,1,11,1,1,2,22246,152,274,1
398662,Female,24,1,46,1,1,2,27020,160,267,1
398663,Female,48,1,8,1,3,2,57697,7,291,1
398664,Female,24,1,37,0,1,2,42943,152,256,1
398665,Female,24,1,30,1,1,2,18211,152,62,1
398666,Female,41,1,28,0,3,1,77169,26,255,1
398667,Male,39,1,36,0,3,1,29198,26,233,1
398668,Male,49,1,8,0,3,1,31898,26,197,1
398669,Female,62,1,28,1,3,1,36849,124,114,1
398670,Female,26,1,46,1,1,2,2630,152,265,1
398671,Male,25,1,11,1,1,2,34217,152,219,1
398672,Male,49,1,26,1,3,2,26093,124,26,1
398673,Male,23,1,28,0,1,2,2630,152,158,1
398674,Female,38,1,28,1,3,2,35834,152,182,1
398675,Female,41,1,28,1,3,2,37845,61,189,1
398676,Female,25,1,27,0,1,1,2630,152,95,1
398677,Male,48,1,31,0,2,1,2630,124,48,1
398678,Female,78,1,29,0,3,1,2630,26,179,1
398679,Female,25,1,10,0,1,2,2630,152,202,1
398680,Male,34,1,41,1,3,2,32955,152,240,1
398681,Female,28,1,22,1,1,2,29899,152,54,1
398682,Male,62,1,28,1,3,2,48953,13,110,1
398683,Female,37,1,28,1,3,1,22918,122,167,1
398684,Female,37,1,18,0,3,1,23775,124,173,1
398685,Male,25,1,21,1,1,2,31124,152,16,1
398686,Male,55,1,34,0,3,1,29067,124,269,1
398687,Male,26,1,15,1,1,2,29037,152,26,1
398688,Female,26,1,21,1,1,2,24015,152,180,1
398689,Female,21,1,36,1,1,2,25218,160,24,1
398690,Male,28,1,49,1,1,2,19722,152,111,1
398691,Male,29,1,36,1,1,2,40979,160,94,1
398692,Male,46,1,11,0,3,1,23106,26,291,1
398693,Male,25,1,47,1,1,1,30726,152,144,1
398694,Male,25,1,28,1,1,2,27859,152,219,1
398695,Male,46,1,33,1,3,2,45022,79,195,1
398696,Female,25,1,6,1,1,2,29998,152,263,1
398697,Male,47,1,28,0,3,1,32202,26,75,1
398698,Female,41,1,28,0,3,1,43927,26,144,1
398699,Female,24,1,15,0,1,1,28378,152,126,1
398700,Female,29,1,14,1,1,2,35331,152,100,1
398701,Female,24,1,28,1,1,2,46954,152,239,1
398702,Male,60,1,28,1,3,2,43726,26,221,1
398703,Male,50,1,25,0,3,2,18240,124,120,1
398704,Male,35,1,41,0,3,1,48346,26,218,1
398705,Male,52,1,18,0,3,1,31603,24,151,1
398706,Male,67,0,28,1,3,2,39059,26,166,1
398707,Female,23,1,46,1,1,2,26767,152,74,1
398708,Male,22,1,8,1,1,2,43944,152,83,1
398709,Male,55,1,46,1,3,2,28918,11,237,1
398710,Male,57,1,46,1,3,1,2630,156,270,1
398711,Male,58,1,28,0,3,1,55125,124,130,1
398712,Female,26,1,29,1,1,2,32897,152,33,1
398713,Male,48,1,46,0,3,1,26351,17,146,1
398714,Male,23,1,47,1,1,2,39092,152,282,1
398715,Male,44,1,28,0,3,1,28542,26,106,1
398716,Male,21,1,45,0,3,1,2630,124,94,1
398717,Female,24,1,2,0,1,1,33889,151,279,1
398718,Female,45,1,28,0,3,2,2630,26,97,1
398719,Female,41,1,28,0,3,1,2630,26,41,1
398720,Female,28,1,35,1,1,2,37478,152,229,1
398721,Male,55,1,10,0,3,1,29904,150,292,1
398722,Female,23,1,41,1,1,2,38454,152,218,1
398723,Male,51,1,47,0,3,1,41689,124,90,1
398724,Male,54,1,46,1,3,1,28602,26,102,1
398725,Female,24,1,15,0,1,1,2630,151,262,1
398726,Female,49,1,28,0,3,1,59011,26,290,1
398727,Female,59,1,28,0,3,1,42980,26,68,1
398728,Female,24,1,18,1,1,2,28587,152,108,1
398729,Male,29,1,1,0,3,1,2630,124,209,1
398730,Female,21,1,35,0,1,1,28112,160,224,1
398731,Female,38,1,19,0,3,1,28702,31,169,1
398732,Male,43,1,6,0,3,1,18333,124,215,1
398733,Male,67,1,7,1,3,2,33502,52,164,1
398734,Male,51,1,28,0,3,1,46995,26,205,1
398735,Male,29,1,32,1,1,2,2630,152,150,1
398736,Female,43,1,28,1,3,2,35133,26,83,1
398737,Male,37,1,18,0,3,1,30404,124,171,1
398738,Male,61,1,28,0,3,1,46083,26,224,1
398739,Male,55,1,21,0,3,1,20939,124,114,1
398740,Female,32,1,11,1,1,2,22433,152,102,1
398741,Female,23,1,50,1,1,2,36609,152,212,1
398742,Male,73,1,28,0,3,1,33877,124,262,1
398743,Female,78,1,8,1,3,2,52577,26,285,1
398744,Male,50,1,28,1,3,2,41163,26,200,1
398745,Male,38,1,28,0,3,1,36613,124,238,1
398746,Male,23,1,41,1,1,2,48499,152,77,1
398747,Male,23,1,45,1,1,2,30261,152,220,1
398748,Female,24,1,28,0,1,1,42824,152,143,1
398749,Male,67,1,28,0,3,1,45437,26,286,1
398750,Female,42,1,28,1,3,2,40343,124,12,1
398751,Male,57,1,25,0,3,1,23418,30,256,1
398752,Female,20,1,35,0,1,2,29816,160,176,1
398753,Male,42,1,8,0,3,1,44611,124,296,1
398754,Female,41,1,18,0,3,1,60339,131,48,1
398755,Female,24,1,29,1,1,2,28610,152,21,1
398756,Female,53,1,28,0,3,1,2630,26,230,1
398757,Female,25,1,8,0,1,2,30370,152,249,1
398758,Female,28,1,11,1,1,2,41939,152,44,1
398759,Male,48,1,28,0,3,1,2630,124,297,1
398760,Male,22,1,47,0,1,1,25538,152,48,1
398761,Male,53,1,13,0,3,1,20898,124,39,1
398762,Male,26,1,3,1,1,2,25556,152,165,1
398763,Male,22,1,9,0,1,1,30855,152,46,1
398764,Male,42,1,8,1,3,2,31638,26,265,1
398765,Female,28,1,9,1,1,2,33716,152,97,1
398766,Female,39,1,28,0,2,1,26669,124,41,1
398767,Male,43,1,28,1,3,2,24577,124,263,1
398768,Female,25,1,46,1,1,2,2630,152,89,1
398769,Female,42,1,28,0,3,1,61138,26,176,1
398770,Female,37,1,36,0,3,1,2630,157,295,1
398771,Male,66,1,28,0,2,1,2630,125,89,1
398772,Female,43,1,18,0,3,1,2630,26,171,1
398773,Female,23,1,36,1,1,2,28828,152,82,1
398774,Female,58,1,21,0,3,1,2630,157,154,1
398775,Male,21,1,21,1,1,2,35848,152,105,1
398776,Male,27,1,41,0,3,1,2630,157,74,1
398777,Female,24,1,41,1,1,2,37453,152,197,1
398778,Male,32,1,28,0,3,2,44503,163,112,1
398779,Female,66,1,28,1,3,1,29542,26,96,1
398780,Male,26,1,10,1,1,2,30154,152,191,1
398781,Male,59,1,28,1,3,1,45620,26,241,1
398782,Female,47,1,46,0,1,1,42878,124,20,1
398783,Male,34,1,3,1,3,2,24364,152,141,1
398784,Male,55,1,28,0,3,1,52596,26,228,1
398785,Male,24,1,2,1,1,2,21794,152,184,1
398786,Male,29,1,28,1,3,2,34633,124,270,1
398787,Male,26,1,41,1,1,2,25821,152,272,1
398788,Male,51,1,15,0,3,1,2630,26,31,1
398789,Male,55,1,28,1,3,2,48224,122,261,1
398790,Male,64,1,28,0,2,1,2630,52,143,1
398791,Female,34,1,32,0,3,1,2630,152,233,1
398792,Male,65,1,28,0,3,1,37900,124,20,1
398793,Female,20,1,8,0,1,1,44717,160,163,1
398794,Female,24,1,30,1,1,2,22454,152,193,1
398795,Male,23,1,29,1,1,2,37670,152,265,1
398796,Male,34,1,46,0,3,1,2630,157,237,1
398797,Male,72,1,41,1,3,2,32090,26,151,1
398798,Male,54,1,41,1,3,2,22778,124,197,1
398799,Female,39,1,28,0,3,1,35892,124,191,1
398800,Male,22,1,18,0,1,2,2630,160,171,1
398801,Female,41,1,28,1,3,2,47521,26,269,1
398802,Male,64,0,28,0,2,1,45633,116,152,1
398803,Female,25,1,36,0,1,1,27253,152,250,1
398804,Female,31,1,28,0,1,1,26086,152,281,1
398805,Male,61,1,8,1,3,2,37488,124,46,1
398806,Male,21,1,22,0,1,1,35988,160,61,1
398807,Male,45,1,46,0,3,1,23830,30,47,1
398808,Female,66,1,28,1,3,2,29626,26,266,1
398809,Female,22,1,18,1,1,2,25000,152,114,1
398810,Female,27,1,46,1,1,2,21050,152,49,1
398811,Female,70,1,28,0,3,1,59093,124,20,1
398812,Male,26,1,41,1,1,2,38855,152,49,1
398813,Female,25,1,3,1,1,2,24635,152,41,1
398814,Male,53,1,48,0,3,1,2630,157,31,1
398815,Male,32,1,8,0,1,1,46436,155,177,1
398816,Male,21,1,15,0,1,1,20669,160,100,1
398817,Male,21,1,16,0,1,1,20178,152,17,1
398818,Male,44,1,39,1,3,1,31262,26,212,1
398819,Female,42,1,11,0,3,1,27037,26,198,1
398820,Female,46,1,35,0,3,2,43660,124,145,1
398821,Female,26,1,8,1,1,2,27453,152,109,1
398822,Male,42,1,28,0,3,1,27889,26,267,1
398823,Male,23,1,3,0,1,1,28054,151,74,1
398824,Male,39,1,15,0,3,1,2630,160,117,1
398825,Male,56,1,31,0,3,1,2630,98,212,1
398826,Male,30,1,12,1,1,2,28258,152,259,1
398827,Female,24,1,15,0,1,1,29856,152,20,1
398828,Female,52,1,8,0,3,1,33852,157,219,1
398829,Female,31,1,37,1,1,2,30422,152,293,1
398830,Male,28,1,8,0,1,1,42929,160,70,0
398831,Female,42,1,28,0,3,1,36607,26,85,0
398832,Female,64,1,29,0,3,1,2630,26,110,0
398833,Female,23,1,39,0,1,1,31993,152,286,0
398834,Female,22,1,50,0,1,1,27204,152,202,0
398835,Male,44,1,46,0,3,1,29028,124,95,0
398836,Female,23,1,3,0,1,1,40496,151,200,0
398837,Male,60,1,24,0,3,1,31099,145,48,0
398838,Male,21,1,41,0,1,1,44479,152,170,0
398839,Male,53,1,28,0,2,1,39906,26,36,0
398840,Male,50,1,28,0,3,1,27840,122,290,0
398841,Male,29,1,27,1,1,2,26455,152,274,0
398842,Female,24,1,37,1,1,2,122625,26,133,0
398843,Male,69,1,18,0,3,2,26966,124,299,0
398844,Female,20,1,3,1,1,2,21980,160,71,0
398845,Male,71,1,47,0,3,2,40701,26,249,0
398846,Female,22,1,15,1,1,2,32878,152,210,0
398847,Male,53,1,35,0,3,1,46096,26,165,0
398848,Female,58,1,46,0,2,1,2630,26,212,0
398849,Male,45,1,28,0,2,1,50481,26,61,0
398850,Male,21,1,30,1,1,2,23396,160,157,0
398851,Male,49,1,3,0,3,2,2630,26,126,0
398852,Male,72,1,15,1,3,1,2630,26,70,0
398853,Male,59,1,20,0,2,1,2630,26,204,0
398854,Male,29,1,6,1,3,2,31632,154,291,0
398855,Female,28,1,28,0,1,1,29035,152,110,0
398856,Female,24,1,26,0,1,2,30086,152,41,0
398857,Male,25,1,36,1,1,2,28568,152,121,0
398858,Female,48,1,18,0,3,1,2630,131,59,0
398859,Male,46,1,28,0,3,1,40922,122,267,0
398860,Female,47,1,28,0,3,1,99258,124,11,0
398861,Male,33,1,0,0,2,1,2630,124,209,0
398862,Male,23,1,14,1,1,2,59692,152,166,0
398863,Male,30,1,46,0,1,1,2630,160,262,0
398864,Male,22,1,36,1,1,2,38101,152,201,0
398865,Female,25,1,11,1,1,2,26693,152,40,0
398866,Female,26,1,29,1,1,2,43705,152,167,0
398867,Male,59,1,8,0,3,1,2630,124,167,0
398868,Male,42,1,28,1,3,2,32417,124,246,0
398869,Male,38,1,41,0,3,1,45422,12,223,0
398870,Female,37,1,28,1,3,2,43798,150,203,0
398871,Female,21,1,28,1,1,1,36041,152,245,0
398872,Female,26,1,28,1,1,2,54087,152,287,0
398873,Female,34,1,43,0,3,1,2630,157,168,0
398874,Male,25,1,15,1,1,2,36266,152,131,0
398875,Female,20,1,9,1,1,1,2630,160,242,0
398876,Male,30,1,46,0,1,2,2630,1,164,0
398877,Female,23,1,16,1,1,2,36699,26,137,0
398878,Female,22,1,30,0,1,1,12554,152,98,0
398879,Male,42,1,28,0,3,1,38456,52,239,0
398880,Female,24,1,8,1,1,2,29889,152,201,0
398881,Male,24,1,28,1,1,2,65426,152,212,0
398882,Female,31,1,32,1,1,2,2630,152,270,0
398883,Female,40,1,45,0,3,2,33236,26,37,0
398884,Male,60,1,28,1,3,2,25668,26,81,0
398885,Male,29,1,28,0,1,1,54263,124,286,0
398886,Female,36,1,29,1,3,2,34083,26,272,0
398887,Male,49,1,43,0,3,2,2630,156,276,0
398888,Female,39,1,11,0,3,1,28820,124,10,0
398889,Male,50,1,50,0,2,1,34501,26,25,0
398890,Female,46,1,28,1,3,2,36497,26,203,0
398891,Female,20,1,40,0,1,1,2630,160,124,0
398892,Female,54,1,28,0,3,1,31817,26,213,0
398893,Male,31,1,25,1,1,2,23625,152,107,0
398894,Male,24,1,26,1,1,2,34943,152,141,0
398895,Male,50,1,41,0,3,1,2630,156,295,0
398896,Male,66,1,3,0,3,2,41294,26,36,0
398897,Female,21,1,50,0,1,1,2630,152,79,0
398898,Female,46,1,28,0,3,1,40546,26,210,0
398899,Female,51,1,0,0,3,1,2630,124,153,0
398900,Female,21,1,35,0,1,2,25282,160,17,0
398901,Female,23,1,29,1,1,2,22664,152,242,0
398902,Female,50,1,28,0,3,1,35909,156,100,0
398903,Female,71,1,41,1,3,2,45469,55,132,0
398904,Male,36,1,50,0,3,1,2630,156,274,0
398905,Male,24,1,36,1,1,2,47328,152,46,0
398906,Male,77,1,41,1,3,2,2630,124,206,0
398907,Female,47,1,28,1,3,2,24921,26,59,0
398908,Male,36,1,11,0,3,1,42880,124,245,0
398909,Female,27,1,5,0,1,1,2630,152,132,0
398910,Female,41,1,41,0,3,1,30648,124,54,0
398911,Female,26,1,5,0,3,2,36610,124,107,0
398912,Male,56,1,36,0,3,1,2630,157,253,0
398913,Male,29,1,41,0,1,1,27510,124,225,0
398914,Male,37,1,28,1,3,2,37155,124,16,0
398915,Male,58,1,39,0,3,1,55295,122,22,0
398916,Female,25,1,9,0,1,1,25684,122,129,0
398917,Male,31,1,33,0,1,1,54966,156,189,0
398918,Female,29,1,47,1,1,2,36477,152,122,0
398919,Male,54,1,28,0,3,1,34705,154,160,0
398920,Male,66,1,28,0,3,1,49455,13,29,0
398921,Male,54,1,46,0,3,1,20158,26,20,0
398922,Female,45,1,6,1,3,2,2630,124,168,0
398923,Female,73,1,46,0,3,2,55813,11,102,0
398924,Female,25,1,41,1,1,2,35499,152,142,0
398925,Male,59,1,41,0,3,1,2630,156,252,0
398926,Female,46,1,28,0,3,1,35030,124,242,0
398927,Male,25,1,10,1,1,2,2630,151,202,0
398928,Male,38,1,32,0,3,1,2630,26,128,0
398929,Male,24,1,28,1,1,2,45073,152,70,0
398930,Male,37,1,28,0,3,1,40948,124,123,0
398931,Male,34,1,11,0,3,1,33192,156,243,0
398932,Male,44,1,14,0,2,1,27202,26,193,0
398933,Female,29,1,36,1,1,2,2630,152,134,0
398934,Male,24,1,22,1,1,2,39739,152,76,0
398935,Female,51,1,28,0,3,1,43353,30,213,0
398936,Male,53,1,28,0,3,1,2630,124,198,0
398937,Female,22,1,8,1,1,2,35988,152,228,0
398938,Female,45,1,33,1,3,2,2630,26,40,0
398939,Male,38,1,46,1,3,2,2630,124,281,0
398940,Female,70,1,30,1,3,2,30419,124,120,0
398941,Female,54,1,29,0,3,1,35578,124,64,0
398942,Male,30,1,29,1,3,2,33064,124,251,0
398943,Male,43,1,48,0,3,1,2630,15,129,0
398944,Female,38,1,3,0,3,2,27673,155,196,0
398945,Female,43,1,28,1,3,2,48433,26,126,0
398946,Male,54,1,28,1,3,2,36911,26,36,0
398947,Female,23,1,25,1,1,2,46436,152,62,0
398948,Female,24,1,8,0,1,1,41588,152,187,0
398949,Female,40,1,8,1,3,2,40410,124,287,0
398950,Female,28,1,10,1,1,2,29367,152,14,0
398951,Male,20,1,15,0,1,1,38355,160,133,0
398952,Male,34,1,8,0,3,1,39925,124,185,0
398953,Male,66,1,46,0,3,1,40383,11,293,0
398954,Male,25,1,41,1,1,2,33341,152,218,0
398955,Male,23,1,18,1,1,2,22783,152,119,0
398956,Male,69,1,46,1,3,2,27112,26,290,0
398957,Female,22,1,41,1,1,2,23378,152,105,0
398958,Male,38,1,0,0,3,1,2630,26,150,0
398959,Female,23,1,37,1,1,2,25901,151,37,0
398960,Female,77,1,28,0,3,1,34081,26,29,0
398961,Female,22,1,28,0,1,1,27541,152,255,0
398962,Female,47,1,28,0,3,1,37899,26,89,0
398963,Male,45,1,46,0,2,1,35140,124,240,0
398964,Female,21,1,50,1,1,2,47830,160,134,0
398965,Male,36,1,37,0,3,1,33205,152,150,0
398966,Female,61,1,30,1,3,2,2630,117,180,0
398967,Female,24,1,18,1,1,2,32110,152,279,0
398968,Female,22,1,46,0,1,1,28674,152,88,0
398969,Male,59,1,13,0,3,1,27094,26,202,0
398970,Female,21,1,50,0,3,1,2630,156,48,0
398971,Male,64,1,18,0,3,1,39932,26,122,0
398972,Male,63,1,28,0,3,2,46486,26,266,0
398973,Female,32,1,30,0,3,2,21777,124,242,0
398974,Female,32,1,30,1,1,2,30761,152,148,0
398975,Male,25,1,8,0,1,1,49434,26,120,0
398976,Male,27,1,39,1,1,2,30818,152,44,0
398977,Female,23,1,18,1,1,2,18802,152,99,0
398978,Male,27,1,12,1,1,2,35044,152,109,0
398979,Male,24,1,41,1,1,2,34321,152,297,0
398980,Female,22,1,15,0,1,2,36068,152,156,0
398981,Male,25,1,32,1,1,2,2630,160,286,0
398982,Male,40,1,28,0,3,2,34088,26,79,0
398983,Female,23,1,37,1,1,2,34675,152,220,0
398984,Male,40,1,28,1,3,2,2630,154,212,0
398985,Female,24,1,41,0,1,2,39024,152,93,0
398986,Male,33,1,30,1,1,2,33055,152,154,0
398987,Female,20,1,24,0,1,1,30543,163,26,0
398988,Female,25,1,24,0,1,1,33662,152,122,0
398989,Male,45,1,28,0,3,1,40574,124,109,0
398990,Female,24,1,33,1,1,2,28755,152,256,0
398991,Female,25,1,29,1,1,2,30440,152,110,0
398992,Male,27,1,46,1,1,2,2630,152,15,0
398993,Female,65,1,28,0,3,1,63702,124,203,0
398994,Female,46,1,28,1,3,1,42554,26,48,0
398995,Female,27,1,28,0,1,1,52570,26,233,0
398996,Male,40,1,7,0,2,1,2630,26,140,0
398997,Male,35,1,28,0,3,1,56139,136,244,0
398998,Female,73,1,8,0,3,1,25989,157,123,0
398999,Female,41,1,46,1,3,2,21468,156,263,0
399000,Male,49,1,28,1,3,2,32061,26,202,0
399001,Female,61,1,28,0,3,1,39644,26,233,0
399002,Male,36,1,7,0,3,1,40471,124,153,0
399003,Male,61,1,28,1,3,2,28765,124,126,0
399004,Male,42,1,46,1,3,2,25677,152,250,0
399005,Female,25,1,50,1,1,2,23479,152,221,0
399006,Male,40,1,33,1,3,2,62009,138,253,0
399007,Male,29,1,14,1,1,2,24265,152,223,0
399008,Male,27,1,12,1,3,2,23943,124,212,0
399009,Male,26,1,36,1,1,2,29850,152,88,0
399010,Female,56,1,28,0,3,1,28743,26,109,0
399011,Female,22,1,16,1,1,2,32773,152,139,0
399012,Male,24,1,8,0,1,1,34953,152,285,0
399013,Female,43,1,19,0,1,2,2630,1,256,0
399014,Female,22,1,8,0,1,1,31005,152,166,0
399015,Male,63,1,24,0,3,1,2630,124,61,0
399016,Female,21,1,47,0,1,1,30706,160,28,0
399017,Male,43,1,28,0,3,1,31827,26,144,0
399018,Female,25,1,5,0,1,1,26903,152,133,0
399019,Female,48,1,15,0,3,1,31752,154,65,0
399020,Female,48,1,0,0,3,1,2630,26,115,0
399021,Male,46,1,28,0,3,1,45959,26,235,0
399022,Female,37,1,8,1,3,2,43139,26,18,0
399023,Female,74,1,28,0,3,1,44102,125,113,0
399024,Female,52,1,28,0,3,2,30671,26,48,0
399025,Male,33,1,33,0,3,1,32869,124,148,0
399026,Male,43,1,28,0,2,1,36106,122,159,0
399027,Male,48,1,28,0,2,1,32325,26,48,0
399028,Male,55,1,28,0,3,1,45323,124,97,0
399029,Male,54,1,28,0,3,1,28244,124,211,0
399030,Male,39,1,28,0,3,1,42709,124,38,0
399031,Male,48,1,23,1,3,2,20493,124,165,0
399032,Female,29,1,6,0,1,2,31496,152,135,0
399033,Male,40,1,28,1,3,2,47608,124,153,0
399034,Female,36,1,17,0,3,1,36409,124,155,0
399035,Female,53,1,8,0,3,1,45874,7,37,0
399036,Female,51,1,46,1,3,2,29657,124,204,0
399037,Male,39,1,23,0,3,1,26940,124,243,0
399038,Female,61,1,28,0,3,1,82962,122,231,0
399039,Female,32,1,32,0,1,1,2630,154,10,0
399040,Female,28,1,28,1,1,2,46788,152,152,0
399041,Male,57,1,28,1,3,2,42942,124,238,0
399042,Male,45,1,14,0,3,2,27827,26,24,0
399043,Male,28,1,29,1,1,2,25277,152,72,0
399044,Female,40,1,28,0,3,1,27480,124,34,0
399045,Female,45,1,3,1,3,2,27569,124,91,0
399046,Female,64,1,28,0,3,1,38627,26,54,0
399047,Male,71,0,2,0,3,1,38793,26,276,0
399048,Female,28,1,41,0,1,1,39339,156,61,0
399049,Female,38,1,50,1,3,2,39322,124,88,0
399050,Male,23,1,47,0,1,1,20119,152,92,0
399051,Male,45,1,28,1,3,2,43425,124,22,0
399052,Female,45,1,15,0,3,1,33981,26,128,0
399053,Female,21,1,29,1,1,2,24120,152,229,0
399054,Male,26,1,28,1,1,2,51455,152,132,0
399055,Female,40,1,15,0,2,1,36734,155,76,0
399056,Male,28,1,41,1,1,2,34453,152,61,0
399057,Male,53,1,3,1,3,1,25417,26,78,0
399058,Male,49,1,28,1,3,2,43306,25,243,0
399059,Female,23,1,41,1,1,2,26084,152,15,0
399060,Female,25,1,44,1,1,2,20701,152,96,0
399061,Female,54,1,28,0,3,1,23535,26,264,0
399062,Female,25,1,41,0,1,2,28377,152,43,0
399063,Female,29,1,14,0,1,1,32651,152,109,0
399064,Male,46,1,14,1,3,1,2630,124,120,0
399065,Male,42,1,28,0,3,1,49523,26,29,0
399066,Male,47,1,8,1,3,2,2630,124,169,0
399067,Female,24,1,50,1,1,2,46129,152,177,0
399068,Female,76,1,28,0,3,1,36037,26,207,0
399069,Male,47,1,37,0,3,1,35276,122,237,0
399070,Male,35,1,29,0,3,1,27914,163,24,0
399071,Male,41,1,31,0,3,1,2630,124,157,0
399072,Male,48,1,24,1,3,2,56284,26,17,0
399073,Female,40,1,11,0,3,1,22309,124,44,0
399074,Female,32,1,41,1,1,2,34605,152,41,0
399075,Female,27,1,35,1,1,2,22376,152,36,0
399076,Male,60,1,8,1,3,2,39936,26,240,0
399077,Male,45,1,28,1,3,2,26312,124,15,0
399078,Female,25,1,8,1,1,2,29464,152,299,0
399079,Male,74,1,15,1,3,2,48099,124,178,0
399080,Female,52,1,47,0,3,1,31344,16,267,0
399081,Male,43,1,8,0,3,1,44867,124,130,0
399082,Male,35,1,13,0,3,1,24963,154,144,0
399083,Male,44,1,3,0,3,1,29419,124,62,0
