Loan_To_Value ratio,Driving_Flag,No_Of_PRI_ACCT,LOAN_DEFAULT,employment_status,,,,,,,,,
79.95,0,2,1,1,,,,,,,,,
46.12,0,3,0,1,,,,,,,,,
56.55,0,5,0,1,,,,,,,,,
54.64,0,23,0,1,,,,,,,,,
72.39,0,2,0,0,,,,,,,,,
74.95,0,2,0,0,,,,,,,,,
88.94,0,2,1,1,,,,,,,,,
77.82,0,2,0,1,,,,,,,,,
56.96,0,2,0,1,,,,,,,,,
66.79,0,3,0,1,,,,,,,,,
72.38,0,2,0,0,,,,,,,,,
77.37,0,4,0,1,,,,,,,,,
83.44,0,4,0,0,,,,,,,,,
66.04,0,4,0,1,,,,,,,,,
56.93,0,2,0,1,,,,,,,,,
87.63,0,3,0,1,,,,,,,,,
59.55,0,7,0,1,,,,,,,,,
80.61,0,3,1,1,,,,,,,,,
75.46,1,3,0,1,,,,,,,,,
49.89,0,2,0,1,,,,,,,,,
83.19,0,2,0,1,,,,,,,,,
89.41,0,3,0,1,,,,,,,,,
89.09,0,7,1,0,,,,,,,,,
62.88,0,2,0,0,,,,,,,,,
80.54,0,2,0,0,,,,,,,,,
83.19,0,2,0,0,,,,,,,,,
89.78,0,3,0,1,,,,,,,,,
81.57,0,2,1,1,,,,,,,,,
89.78,0,2,0,1,,,,,,,,,
79.66,0,3,0,1,,,,,,,,,
89.83,0,4,0,1,,,,,,,,,
72.02,0,2,0,1,,,,,,,,,
78.98,0,3,1,0,,,,,,,,,
81.54,0,2,0,1,,,,,,,,,
57.37,0,2,0,0,,,,,,,,,
84.96,0,3,1,0,,,,,,,,,
86.17,0,7,0,0,,,,,,,,,
84.56,0,8,0,1,,,,,,,,,
83.27,0,2,1,1,,,,,,,,,
85.39,0,2,0,0,,,,,,,,,
78.22,0,5,0,1,,,,,,,,,
81.76,0,3,0,1,,,,,,,,,
85,0,6,1,0,,,,,,,,,
53.85,1,6,0,0,,,,,,,,,
70.24,0,2,0,1,,,,,,,,,
79.99,0,3,0,0,,,,,,,,,
79.99,0,2,0,0,,,,,,,,,
83.32,0,4,0,0,,,,,,,,,
74.88,0,2,0,1,,,,,,,,,
84.9,0,2,0,0,,,,,,,,,
79.37,0,3,0,0,,,,,,,,,
72.66,0,2,0,0,,,,,,,,,
63.36,0,6,0,2,,,,,,,,,
83.33,0,2,0,1,,,,,,,,,
83.65,0,2,0,1,,,,,,,,,
89.3,0,7,0,1,,,,,,,,,
72.04,0,5,0,1,,,,,,,,,
85,0,10,0,1,,,,,,,,,
89.77,0,3,0,1,,,,,,,,,
64.11,0,11,0,1,,,,,,,,,
81.25,0,5,0,0,,,,,,,,,
79.05,0,8,0,0,,,,,,,,,
70.41,0,8,0,0,,,,,,,,,
73.44,0,12,0,0,,,,,,,,,
86.48,0,13,0,1,,,,,,,,,
75.18,0,14,0,1,,,,,,,,,
61.11,0,8,0,1,,,,,,,,,
62.48,0,10,0,1,,,,,,,,,
88.58,0,5,0,0,,,,,,,,,
55.93,0,8,0,0,,,,,,,,,
65.55,0,4,0,0,,,,,,,,,
65.96,0,3,0,1,,,,,,,,,
59.81,0,4,1,1,,,,,,,,,
82.73,0,3,1,0,,,,,,,,,
74.97,0,6,0,0,,,,,,,,,
67.52,0,9,0,0,,,,,,,,,
63.21,0,8,0,0,,,,,,,,,
42.33,0,4,0,0,,,,,,,,,
68.14,0,18,0,0,,,,,,,,,
79.02,0,8,0,0,,,,,,,,,
45.94,0,11,0,1,,,,,,,,,
74.89,0,13,0,1,,,,,,,,,
89.5,0,5,1,1,,,,,,,,,
61.29,0,11,0,0,,,,,,,,,
81.29,0,9,0,1,,,,,,,,,
44.6,0,4,0,0,,,,,,,,,
60.02,0,4,0,1,,,,,,,,,
75.17,0,6,0,1,,,,,,,,,
68.17,0,4,0,0,,,,,,,,,
71.5,0,13,0,1,,,,,,,,,
84.51,0,13,0,0,,,,,,,,,
80.09,0,5,0,0,,,,,,,,,
79.18,0,6,0,0,,,,,,,,,
60.9,0,12,0,0,,,,,,,,,
86.63,0,6,0,0,,,,,,,,,
78.69,0,6,0,0,,,,,,,,,
71.4,0,3,0,0,,,,,,,,,
80.08,0,4,0,1,,,,,,,,,
64.69,0,3,0,0,,,,,,,,,
67.35,0,3,0,1,,,,,,,,,
70.69,0,3,0,1,,,,,,,,,
76.92,0,4,0,0,,,,,,,,,
69.72,0,3,0,0,,,,,,,,,
68.25,0,17,0,1,,,,,,,,,
84.89,0,4,0,1,,,,,,,,,
77.39,1,11,0,0,,,,,,,,,
82.37,0,5,0,1,,,,,,,,,
81,0,3,0,0,,,,,,,,,
71.72,1,8,0,0,,,,,,,,,
67.69,0,3,1,1,,,,,,,,,
57.96,0,3,0,1,,,,,,,,,
73.98,0,15,1,1,,,,,,,,,
74.99,0,7,0,1,,,,,,,,,
74.72,0,5,0,1,,,,,,,,,
75.46,0,3,0,0,,,,,,,,,
85.25,0,15,0,0,,,,,,,,,
68.15,0,7,1,1,,,,,,,,,
67.2,0,6,0,1,,,,,,,,,
64.42,0,6,0,0,,,,,,,,,
65.25,0,3,0,1,,,,,,,,,
66.25,0,4,0,1,,,,,,,,,
79.47,0,8,0,1,,,,,,,,,
71.8,0,6,0,0,,,,,,,,,
86.43,0,22,0,2,,,,,,,,,
59.24,0,9,0,0,,,,,,,,,
67.19,0,6,0,0,,,,,,,,,
74.72,0,7,0,1,,,,,,,,,
82.54,0,8,0,1,,,,,,,,,
60.22,0,8,1,0,,,,,,,,,
87.8,0,24,0,1,,,,,,,,,
57.66,0,16,0,1,,,,,,,,,
84.55,0,4,0,0,,,,,,,,,
75.84,0,7,0,0,,,,,,,,,
81.48,0,17,0,1,,,,,,,,,
85.21,0,5,0,1,,,,,,,,,
82.6,0,7,1,0,,,,,,,,,
84.9,0,48,0,1,,,,,,,,,
89.63,1,7,0,1,,,,,,,,,
85,1,19,0,1,,,,,,,,,
73.25,1,13,0,1,,,,,,,,,
76.14,0,19,0,1,,,,,,,,,
89.78,0,4,1,0,,,,,,,,,
52.47,0,17,0,0,,,,,,,,,
84.78,0,18,1,2,,,,,,,,,
79.21,0,3,0,0,,,,,,,,,
87.66,0,10,0,1,,,,,,,,,
72.58,0,5,0,1,,,,,,,,,
88.46,0,9,0,0,,,,,,,,,
84.98,0,12,0,1,,,,,,,,,
56.5,0,5,0,0,,,,,,,,,
87.16,0,5,0,0,,,,,,,,,
84.9,0,5,0,0,,,,,,,,,
57.19,0,5,0,1,,,,,,,,,
77.15,0,4,0,1,,,,,,,,,
80.26,0,3,0,1,,,,,,,,,
84.84,0,7,0,0,,,,,,,,,
82.02,0,8,1,1,,,,,,,,,
83.96,0,5,0,0,,,,,,,,,
81.12,0,12,0,1,,,,,,,,,
84.2,0,10,0,0,,,,,,,,,
89.42,0,11,0,0,,,,,,,,,
83.1,0,6,0,1,,,,,,,,,
89.83,0,9,0,1,,,,,,,,,
88.92,0,4,0,0,,,,,,,,,
87.94,0,8,0,0,,,,,,,,,
60.95,0,7,0,1,,,,,,,,,
63.5,0,15,0,0,,,,,,,,,
94.52,0,7,1,1,,,,,,,,,
69.89,0,14,0,0,,,,,,,,,
81.14,0,8,0,2,,,,,,,,,
60.05,0,6,0,0,,,,,,,,,
70.58,0,14,0,2,,,,,,,,,
83.19,0,10,0,2,,,,,,,,,
62.49,0,13,0,1,,,,,,,,,
71.57,0,9,0,0,,,,,,,,,
84.88,0,7,0,1,,,,,,,,,
88.86,0,3,0,1,,,,,,,,,
92.86,0,12,0,0,,,,,,,,,
86.07,0,6,0,0,,,,,,,,,
89.6,0,5,0,0,,,,,,,,,
88.52,0,19,0,1,,,,,,,,,
62.26,0,4,0,0,,,,,,,,,
74.36,0,7,0,1,,,,,,,,,
80.75,0,12,0,1,,,,,,,,,
75.08,0,4,0,1,,,,,,,,,
52.87,0,24,0,1,,,,,,,,,
72.61,0,11,1,1,,,,,,,,,
68.94,0,8,0,0,,,,,,,,,
79.24,0,5,0,1,,,,,,,,,
75.1,0,11,1,0,,,,,,,,,
67.22,0,4,0,1,,,,,,,,,
77.18,0,4,1,1,,,,,,,,,
69.77,0,11,0,0,,,,,,,,,
67.77,0,8,0,1,,,,,,,,,
77.07,0,11,0,1,,,,,,,,,
63.13,0,8,0,1,,,,,,,,,
85.62,0,6,0,0,,,,,,,,,
79.93,0,3,0,0,,,,,,,,,
55.9,0,7,0,1,,,,,,,,,
78.92,0,9,0,1,,,,,,,,,
82.21,0,7,0,0,,,,,,,,,
67.19,0,3,0,0,,,,,,,,,
77.74,0,8,0,1,,,,,,,,,
75.79,1,7,0,0,,,,,,,,,
78.95,0,17,1,0,,,,,,,,,
76.77,0,24,0,0,,,,,,,,,
56.11,0,5,0,2,,,,,,,,,
69.11,0,5,1,0,,,,,,,,,
77.8,0,5,0,0,,,,,,,,,
79.34,0,32,0,0,,,,,,,,,
79.75,0,17,0,0,,,,,,,,,
54.91,0,11,0,1,,,,,,,,,
84.84,0,3,1,0,,,,,,,,,
71.56,0,10,0,1,,,,,,,,,
66.61,1,7,0,1,,,,,,,,,
63.63,0,5,0,1,,,,,,,,,
79.69,0,13,1,0,,,,,,,,,
66.67,0,3,1,1,,,,,,,,,
89.93,0,4,0,1,,,,,,,,,
66.38,0,10,0,1,,,,,,,,,
81.65,0,11,0,0,,,,,,,,,
74.47,0,11,0,1,,,,,,,,,
74.71,0,3,0,1,,,,,,,,,
89.66,0,10,0,1,,,,,,,,,
61.64,0,6,1,1,,,,,,,,,
89.4,0,15,0,1,,,,,,,,,
65.3,0,3,0,0,,,,,,,,,
78.87,0,13,0,1,,,,,,,,,
69.45,0,15,0,0,,,,,,,,,
67.86,0,6,0,1,,,,,,,,,
44.16,0,12,0,1,,,,,,,,,
74.74,0,7,0,2,,,,,,,,,
29.73,0,8,0,1,,,,,,,,,
63.99,0,4,0,1,,,,,,,,,
50.09,0,3,0,1,,,,,,,,,
71.14,0,3,0,1,,,,,,,,,
78.5,0,5,0,0,,,,,,,,,
89.79,0,21,0,1,,,,,,,,,
82.99,0,9,0,1,,,,,,,,,
66.62,0,5,0,1,,,,,,,,,
84.01,0,3,1,1,,,,,,,,,
75.42,0,14,0,0,,,,,,,,,
48.77,0,5,1,0,,,,,,,,,
76.67,0,5,0,1,,,,,,,,,
84.29,0,5,0,0,,,,,,,,,
88.84,0,7,0,1,,,,,,,,,
77.05,0,10,0,1,,,,,,,,,
89.88,0,6,0,0,,,,,,,,,
60.73,0,9,0,1,,,,,,,,,
80.53,0,21,0,0,,,,,,,,,
80.68,0,3,0,0,,,,,,,,,
74.83,0,11,0,1,,,,,,,,,
83.64,0,7,1,0,,,,,,,,,
54.9,0,20,0,0,,,,,,,,,
84.98,0,4,1,1,,,,,,,,,
62.51,0,7,1,1,,,,,,,,,
85.45,0,17,0,0,,,,,,,,,
85.55,0,6,0,1,,,,,,,,,
84.88,0,25,0,2,,,,,,,,,
76.39,0,4,0,0,,,,,,,,,
89.49,0,5,0,1,,,,,,,,,
89.07,0,13,0,1,,,,,,,,,
88.95,0,12,0,0,,,,,,,,,
88.52,0,49,0,1,,,,,,,,,
79.9,0,14,1,1,,,,,,,,,
67.83,0,8,0,1,,,,,,,,,
64.74,0,5,0,0,,,,,,,,,
67.82,0,6,0,0,,,,,,,,,
89.68,0,14,0,1,,,,,,,,,
69.74,0,8,0,0,,,,,,,,,
78.97,0,14,0,1,,,,,,,,,
65.25,0,7,0,0,,,,,,,,,
84.75,0,6,0,0,,,,,,,,,
69.98,0,9,0,1,,,,,,,,,
72.69,0,8,0,1,,,,,,,,,
55.92,0,18,0,1,,,,,,,,,
71.94,0,6,0,0,,,,,,,,,
82.16,0,9,0,2,,,,,,,,,
82.77,0,17,0,1,,,,,,,,,
77.05,0,7,1,0,,,,,,,,,
78.32,0,12,0,0,,,,,,,,,
77.82,0,18,0,0,,,,,,,,,
77.61,0,6,0,1,,,,,,,,,
74.24,0,19,0,2,,,,,,,,,
85,0,16,0,0,,,,,,,,,
40.92,0,11,0,1,,,,,,,,,
69.64,0,21,0,1,,,,,,,,,
72.57,0,13,1,0,,,,,,,,,
86.44,0,13,0,1,,,,,,,,,
52.76,0,13,0,1,,,,,,,,,
75.36,0,8,0,1,,,,,,,,,
79.53,0,13,0,1,,,,,,,,,
67.55,0,21,0,1,,,,,,,,,
60.23,0,16,1,1,,,,,,,,,
89.78,0,17,0,0,,,,,,,,,
69.99,0,15,0,0,,,,,,,,,
87.77,0,15,0,1,,,,,,,,,
79.51,0,6,0,1,,,,,,,,,
77.6,0,11,0,1,,,,,,,,,
62.35,0,40,0,1,,,,,,,,,
83.25,0,90,0,2,,,,,,,,,
71.86,0,24,0,1,,,,,,,,,
84.79,0,15,0,2,,,,,,,,,
73.28,0,21,1,2,,,,,,,,,
81.51,0,36,0,0,,,,,,,,,
65.79,0,9,0,1,,,,,,,,,
69.45,0,12,1,1,,,,,,,,,
89.96,0,5,0,1,,,,,,,,,
62.02,0,11,0,1,,,,,,,,,
68.33,0,8,0,0,,,,,,,,,
79.69,0,3,1,1,,,,,,,,,
83.06,0,12,1,1,,,,,,,,,
81.38,0,4,0,0,,,,,,,,,
62.35,0,10,0,1,,,,,,,,,
41.52,0,13,0,0,,,,,,,,,
88.61,0,12,0,1,,,,,,,,,
89.43,0,8,0,0,,,,,,,,,
75.96,0,9,1,0,,,,,,,,,
76.49,0,2,1,0,,,,,,,,,
77.63,0,18,0,0,,,,,,,,,
84.96,0,20,0,0,,,,,,,,,
79.52,0,4,1,0,,,,,,,,,
86.11,0,6,1,1,,,,,,,,,
85.96,0,38,0,0,,,,,,,,,
56.45,0,9,0,1,,,,,,,,,
59.65,0,10,0,1,,,,,,,,,
56.73,0,10,0,0,,,,,,,,,
74.9,0,6,0,1,,,,,,,,,
72.78,0,9,0,0,,,,,,,,,
79.4,0,9,0,1,,,,,,,,,
76.63,0,20,0,1,,,,,,,,,
85,0,15,0,0,,,,,,,,,
76.92,0,3,0,1,,,,,,,,,
81.28,0,9,0,1,,,,,,,,,
87.31,0,11,0,0,,,,,,,,,
79.14,0,6,0,0,,,,,,,,,
85,0,15,0,0,,,,,,,,,
79.8,0,17,0,1,,,,,,,,,
79.94,0,9,0,1,,,,,,,,,
77.48,0,9,0,0,,,,,,,,,
84.24,0,5,1,0,,,,,,,,,
69.92,0,41,0,0,,,,,,,,,
89.28,0,6,0,1,,,,,,,,,
53.33,0,9,0,1,,,,,,,,,
60.13,0,6,0,0,,,,,,,,,
73.55,0,12,0,0,,,,,,,,,
74.2,0,1,0,0,,,,,,,,,
66.04,0,2,1,1,,,,,,,,,
76.97,0,3,1,1,,,,,,,,,
45.64,0,2,0,1,,,,,,,,,
79,0,4,0,0,,,,,,,,,
75.56,0,8,0,0,,,,,,,,,
67.44,0,3,0,1,,,,,,,,,
77.76,0,2,1,1,,,,,,,,,
79.45,0,2,1,1,,,,,,,,,
89.3,0,2,1,1,,,,,,,,,
60.81,0,2,0,0,,,,,,,,,
86.32,0,4,0,0,,,,,,,,,
58.64,0,3,0,1,,,,,,,,,
89.73,0,3,0,0,,,,,,,,,
82.97,0,3,0,0,,,,,,,,,
89.94,0,11,1,0,,,,,,,,,
81.83,0,8,0,1,,,,,,,,,
81.65,0,1,0,0,,,,,,,,,
78.22,0,2,1,1,,,,,,,,,
79.52,0,5,0,1,,,,,,,,,
82.96,0,7,0,1,,,,,,,,,
50.38,0,5,0,1,,,,,,,,,
77.21,0,7,1,0,,,,,,,,,
66.83,0,2,0,0,,,,,,,,,
78.79,0,2,0,1,,,,,,,,,
79.99,1,4,0,1,,,,,,,,,
83.44,0,12,0,0,,,,,,,,,
56.97,0,3,0,1,,,,,,,,,
69,0,3,0,0,,,,,,,,,
79.86,0,12,0,1,,,,,,,,,
79.6,0,2,0,0,,,,,,,,,
79.66,0,1,1,0,,,,,,,,,
82.37,0,2,1,0,,,,,,,,,
84.97,0,9,1,1,,,,,,,,,
76.1,0,2,0,0,,,,,,,,,
75.2,0,1,1,0,,,,,,,,,
72.86,0,5,0,0,,,,,,,,,
69.91,1,4,1,1,,,,,,,,,
60.34,1,8,1,1,,,,,,,,,
45.66,0,2,0,1,,,,,,,,,
72.4,0,6,0,1,,,,,,,,,
69.68,0,1,1,0,,,,,,,,,
41.36,0,2,0,1,,,,,,,,,
79.41,0,1,1,1,,,,,,,,,
79.85,0,2,0,2,,,,,,,,,
71.5,0,8,0,1,,,,,,,,,
52.59,0,4,0,1,,,,,,,,,
85.98,0,3,1,1,,,,,,,,,
73.15,0,3,0,1,,,,,,,,,
73.63,1,4,0,0,,,,,,,,,
74.9,0,6,1,1,,,,,,,,,
54.57,0,4,0,1,,,,,,,,,
71.74,0,2,0,1,,,,,,,,,
64.24,0,2,0,1,,,,,,,,,
60.71,1,1,0,1,,,,,,,,,
74.22,0,4,1,1,,,,,,,,,
84.81,0,6,1,0,,,,,,,,,
77.16,0,2,0,0,,,,,,,,,
85,0,1,1,0,,,,,,,,,
88.98,0,6,0,0,,,,,,,,,
81.27,0,7,0,0,,,,,,,,,
78.19,0,13,1,0,,,,,,,,,
88.89,0,8,0,0,,,,,,,,,
84.77,0,5,1,1,,,,,,,,,
74.94,0,5,0,0,,,,,,,,,
89.63,0,20,0,1,,,,,,,,,
89.48,0,3,0,0,,,,,,,,,
74.12,0,2,0,0,,,,,,,,,
57.43,0,3,0,1,,,,,,,,,
84.35,0,3,0,0,,,,,,,,,
79.97,0,7,1,1,,,,,,,,,
77.91,1,14,0,0,,,,,,,,,
79.54,0,6,0,1,,,,,,,,,
87.59,0,3,0,1,,,,,,,,,
60.69,1,3,0,0,,,,,,,,,
74.62,0,8,0,0,,,,,,,,,
85,0,2,1,0,,,,,,,,,
85,0,2,0,0,,,,,,,,,
88.86,0,5,1,0,,,,,,,,,
87.77,0,7,0,1,,,,,,,,,
87.32,0,2,0,1,,,,,,,,,
69.45,0,5,0,1,,,,,,,,,
52.35,0,15,0,2,,,,,,,,,
82.84,0,2,0,2,,,,,,,,,
89.73,0,1,0,2,,,,,,,,,
85,1,4,1,0,,,,,,,,,
88.42,0,1,1,0,,,,,,,,,
78.02,0,14,0,1,,,,,,,,,
71.55,0,1,0,1,,,,,,,,,
79.49,0,2,0,1,,,,,,,,,
84.14,0,3,0,0,,,,,,,,,
85.26,0,3,0,1,,,,,,,,,
87.45,0,8,0,0,,,,,,,,,
89.78,0,3,1,0,,,,,,,,,
87.87,0,8,0,1,,,,,,,,,
71.53,0,7,0,1,,,,,,,,,
46.69,0,6,0,0,,,,,,,,,
69.75,0,4,0,1,,,,,,,,,
66.85,0,15,0,1,,,,,,,,,
78.76,0,3,0,1,,,,,,,,,
58.22,0,4,0,0,,,,,,,,,
84.54,0,2,1,1,,,,,,,,,
63.06,0,2,0,1,,,,,,,,,
56.29,0,3,1,1,,,,,,,,,
83.7,0,1,0,0,,,,,,,,,
87.5,0,1,0,0,,,,,,,,,
81.59,0,1,0,0,,,,,,,,,
89.58,0,4,0,0,,,,,,,,,
83.37,0,3,0,0,,,,,,,,,
81.67,0,1,1,1,,,,,,,,,
85,0,4,0,1,,,,,,,,,
62.9,0,1,0,0,,,,,,,,,
88.89,0,6,0,0,,,,,,,,,
79.94,0,17,0,0,,,,,,,,,
84.38,0,1,0,1,,,,,,,,,
82.19,0,4,1,1,,,,,,,,,
62.23,0,10,0,0,,,,,,,,,
89.62,0,4,0,0,,,,,,,,,
89.96,0,11,1,1,,,,,,,,,
84.83,0,4,1,1,,,,,,,,,
73.46,0,4,0,1,,,,,,,,,
78.16,0,3,0,0,,,,,,,,,
83.98,0,23,0,0,,,,,,,,,
83.07,0,9,0,1,,,,,,,,,
74.15,0,1,0,0,,,,,,,,,
46.81,0,8,0,1,,,,,,,,,
78.31,0,7,0,1,,,,,,,,,
78.4,0,1,1,0,,,,,,,,,
79,0,5,1,1,,,,,,,,,
72.72,0,4,0,1,,,,,,,,,
67.81,0,5,0,1,,,,,,,,,
43.81,0,5,0,1,,,,,,,,,
70.94,0,1,0,1,,,,,,,,,
69.86,0,5,1,1,,,,,,,,,
77.69,0,3,1,1,,,,,,,,,
55.48,0,2,0,1,,,,,,,,,
79.23,0,13,0,1,,,,,,,,,
78.59,0,3,0,1,,,,,,,,,
43.5,1,17,0,0,,,,,,,,,
76.24,0,11,0,1,,,,,,,,,
75.81,0,7,0,0,,,,,,,,,
84.91,0,3,0,0,,,,,,,,,
39.31,0,1,0,0,,,,,,,,,
62.5,1,3,1,1,,,,,,,,,
72.8,0,5,0,0,,,,,,,,,
82.38,0,4,0,0,,,,,,,,,
76.38,1,6,1,0,,,,,,,,,
80.03,0,12,1,0,,,,,,,,,
74.91,0,11,0,1,,,,,,,,,
69,0,2,0,1,,,,,,,,,
78,0,9,1,0,,,,,,,,,
69.87,0,7,1,1,,,,,,,,,
83.24,0,4,1,1,,,,,,,,,
68.98,0,5,0,1,,,,,,,,,
56.99,0,5,1,1,,,,,,,,,
82.69,0,2,0,1,,,,,,,,,
74.39,0,8,0,1,,,,,,,,,
82.93,0,2,1,1,,,,,,,,,
47.54,0,5,1,1,,,,,,,,,
79.98,0,12,0,1,,,,,,,,,
79.95,0,7,0,0,,,,,,,,,
79.9,0,9,1,1,,,,,,,,,
88.68,0,3,0,0,,,,,,,,,
54.54,0,3,0,1,,,,,,,,,
52.33,0,11,0,1,,,,,,,,,
56.68,0,2,0,0,,,,,,,,,
66.35,0,10,0,0,,,,,,,,,
69.44,0,2,0,0,,,,,,,,,
70.64,0,5,0,0,,,,,,,,,
73.96,0,2,1,1,,,,,,,,,
88.2,0,2,0,1,,,,,,,,,
81.35,0,10,0,1,,,,,,,,,
35.1,0,2,0,1,,,,,,,,,
48.61,0,2,0,1,,,,,,,,,
89.32,0,1,1,1,,,,,,,,,
89.33,0,6,1,1,,,,,,,,,
58.07,0,2,0,0,,,,,,,,,
78.18,0,9,1,0,,,,,,,,,
87.98,0,4,0,0,,,,,,,,,
76.03,0,4,0,0,,,,,,,,,
89.29,0,8,0,0,,,,,,,,,
88.52,0,1,1,0,,,,,,,,,
59.57,0,5,0,1,,,,,,,,,
83.94,0,4,0,0,,,,,,,,,
87.91,0,8,0,1,,,,,,,,,
82.61,0,7,0,0,,,,,,,,,
88.68,0,1,0,0,,,,,,,,,
87.18,0,1,1,0,,,,,,,,,
85,0,16,0,0,,,,,,,,,
84.82,0,10,0,1,,,,,,,,,
84.85,0,24,0,1,,,,,,,,,
84.7,0,1,0,0,,,,,,,,,
84.99,0,6,0,1,,,,,,,,,
66.04,0,2,1,0,,,,,,,,,
67.76,0,4,0,1,,,,,,,,,
79.99,0,7,0,0,,,,,,,,,
71.09,0,1,0,0,,,,,,,,,
84.69,0,3,0,0,,,,,,,,,
48.52,0,8,0,1,,,,,,,,,
72.55,0,8,0,1,,,,,,,,,
82.77,0,3,1,0,,,,,,,,,
77.6,0,19,0,1,,,,,,,,,
59.47,0,5,0,0,,,,,,,,,
85,0,1,0,0,,,,,,,,,
87.74,0,1,1,0,,,,,,,,,
42.53,0,6,0,1,,,,,,,,,
87.81,0,2,0,1,,,,,,,,,
89.31,0,1,1,1,,,,,,,,,
77.5,0,1,1,2,,,,,,,,,
71.21,0,7,0,0,,,,,,,,,
84.01,0,5,1,0,,,,,,,,,
79.57,0,2,0,0,,,,,,,,,
85.63,0,2,0,1,,,,,,,,,
82.78,0,2,0,0,,,,,,,,,
87.91,0,8,1,1,,,,,,,,,
84.49,0,6,1,1,,,,,,,,,
89.99,0,9,0,0,,,,,,,,,
82.73,0,2,1,1,,,,,,,,,
86.74,0,5,0,0,,,,,,,,,
89.08,0,2,1,0,,,,,,,,,
87.69,0,3,1,0,,,,,,,,,
85.56,0,5,0,2,,,,,,,,,
68.65,0,8,0,0,,,,,,,,,
50.98,0,4,0,0,,,,,,,,,
70.5,0,4,0,0,,,,,,,,,
83.92,0,12,0,2,,,,,,,,,
83.47,0,4,0,0,,,,,,,,,
73.23,0,1,1,1,,,,,,,,,
78.79,0,4,0,1,,,,,,,,,
86.27,0,3,0,0,,,,,,,,,
56.07,0,1,0,1,,,,,,,,,
79.48,0,2,0,0,,,,,,,,,
72.84,0,3,0,1,,,,,,,,,
94.99,0,1,0,0,,,,,,,,,
82.35,0,2,0,0,,,,,,,,,
72.82,0,2,0,1,,,,,,,,,
80.33,0,1,0,0,,,,,,,,,
53,0,2,1,1,,,,,,,,,
74.64,0,1,1,0,,,,,,,,,
61.39,0,1,0,1,,,,,,,,,
89.24,0,3,1,1,,,,,,,,,
47.53,0,1,1,1,,,,,,,,,
89.56,0,23,1,0,,,,,,,,,
69.5,0,1,0,1,,,,,,,,,
79.82,0,1,1,1,,,,,,,,,
54.88,0,1,0,1,,,,,,,,,
78.54,0,2,1,0,,,,,,,,,
83.18,0,2,1,0,,,,,,,,,
57.87,0,2,0,0,,,,,,,,,
85.41,0,1,0,0,,,,,,,,,
58.29,0,1,1,0,,,,,,,,,
82.59,0,1,0,0,,,,,,,,,
67.45,0,1,0,0,,,,,,,,,
66.08,0,5,0,0,,,,,,,,,
76.32,0,1,0,1,,,,,,,,,
74.62,0,2,1,1,,,,,,,,,
84.88,0,1,1,1,,,,,,,,,
48.91,0,2,1,0,,,,,,,,,
74.29,0,1,1,0,,,,,,,,,
72.63,0,1,0,0,,,,,,,,,
47.47,0,3,0,1,,,,,,,,,
74.06,0,18,0,1,,,,,,,,,
47.51,1,1,0,1,,,,,,,,,
79.62,0,1,0,0,,,,,,,,,
75,0,1,0,1,,,,,,,,,
79.88,0,4,0,1,,,,,,,,,
57.81,0,1,0,0,,,,,,,,,
77.75,0,16,0,0,,,,,,,,,
64.72,0,1,0,0,,,,,,,,,
84.84,0,1,1,0,,,,,,,,,
84.94,0,3,0,1,,,,,,,,,
83.53,0,3,0,1,,,,,,,,,
70.96,0,2,0,0,,,,,,,,,
84.13,0,1,0,1,,,,,,,,,
74.89,0,1,1,0,,,,,,,,,
73.45,0,1,1,0,,,,,,,,,
58.21,0,1,0,1,,,,,,,,,
63.11,0,3,0,0,,,,,,,,,
69.09,0,1,1,1,,,,,,,,,
74.35,0,1,0,1,,,,,,,,,
57.53,0,1,0,1,,,,,,,,,
69,0,1,0,1,,,,,,,,,
58.37,0,1,0,0,,,,,,,,,
48.26,0,1,1,1,,,,,,,,,
51.14,0,2,0,1,,,,,,,,,
65.38,0,3,0,1,,,,,,,,,
83.13,0,3,0,1,,,,,,,,,
76.17,0,1,0,1,,,,,,,,,
89.69,0,4,0,2,,,,,,,,,
79.02,0,1,1,1,,,,,,,,,
66.39,0,13,0,1,,,,,,,,,
74.44,0,1,0,1,,,,,,,,,
73.03,0,2,0,1,,,,,,,,,
74.95,0,1,1,1,,,,,,,,,
70.6,0,1,0,0,,,,,,,,,
70.1,0,1,0,1,,,,,,,,,
74.05,0,1,0,1,,,,,,,,,
72.14,0,1,0,1,,,,,,,,,
79.55,0,3,0,1,,,,,,,,,
66.65,0,1,0,0,,,,,,,,,
74.77,0,2,1,0,,,,,,,,,
67.18,0,1,0,1,,,,,,,,,
66.81,0,1,0,1,,,,,,,,,
77.28,0,1,0,1,,,,,,,,,
67.08,0,1,0,0,,,,,,,,,
78.34,0,5,0,1,,,,,,,,,
84.9,0,2,0,0,,,,,,,,,
62.75,0,1,1,1,,,,,,,,,
88.89,0,1,0,1,,,,,,,,,
87.29,0,2,0,1,,,,,,,,,
88.72,0,3,0,1,,,,,,,,,
70.41,0,1,0,1,,,,,,,,,
86.54,0,2,0,1,,,,,,,,,
76.12,0,2,0,0,,,,,,,,,
65.76,0,2,0,0,,,,,,,,,
56.96,0,1,0,1,,,,,,,,,
75.27,0,2,0,0,,,,,,,,,
76.91,0,1,0,1,,,,,,,,,
63.3,0,1,0,0,,,,,,,,,
